"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewContext/Grup perjalanan","reviewContext/Jenis perjalanan","reviewContext/Layanan","reviewContext/Negatif","reviewContext/Positif","reviewDetailedRating/Kamar","reviewDetailedRating/Layanan","reviewDetailedRating/Lokasi","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewImageUrls/48","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"Bengkel Bubut YS Technical","5","sangat puas dengan hasil nya ,ga usah ragu bubut di sini pastu hasil nya memuaskan udh 40thn juga kata nya di bidang bubut si bapak nya pedal saya yang dol udh bagus lagi maksih","2026-06-07T02:35:45.606Z","0","Muhamad Aditia","1","false",,,"id","seminggu lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2kwd1VWZEhXVEZMYlhCTVNWbGthakpKWkhwNVlYYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn2u1z0uRZFFlhg5LvlwEExul8XSdrq_UAci2O_H1Rv45SnxCaQ-01rP0qGrmDg1aQbIUMna_QKFBjpjsVukO2crSf0FQVg6VrKPNQAC11KxsNC0K8yexQwkoUDDqOgSL_NjfHudr5HYiCqg=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0zXWMpSXkmHwLHxJCzGljQlRBJy11VluLIBd9-qn89I0MfsDMRxc9xFO6mre5635LLVr65AW8t-cUKoGxfiqk8jv1pKdBlHNJWdHepOVM3O3YoDqa9CW3H-jSdMDRCwfBMoAEiAxUOZxs=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3iCbiIpsIPIMTCM-2qwH4QZAQiY-1C9pr2s9UfdAMnFhy0W-aJ5mkifUQRybK747CvmPbn7N_GAENWlIHJLuq6_Ce3_dJFi7QjMM4c3LKg9MnjK09ADsdypPFbZoYoyOPXy3jZZh7lVC2Q=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3htusPut0Eh9tiu0h1CnIfPJrvg4kxyqEi6ngGwRUc3V0yTG4UzQ8vZALbt0SfwyjbP-m8_Z3f3lU7USVOrt08IG7gy9d4fC8iqZmHXBbOONgaboMnjc8EJ6bK4ey8tpEURgypbAAB09A=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kwd1VWZEhXVEZMYlhCTVNWbGthakpKWkhwNVlYYxAB!2m1!1s0x0:0xc64d38f4709d3d0c!3m1!1s2@1:CAIQACodChtycF9oOi0wUVdHWTFLbXBMSVlkajJJZHp5YXc%7C%7C?hl=id","101567390346796915111","https://lh3.googleusercontent.com/a/ACg8ocLAdDMXPqYH-fmtVghvzkmg_w0GsBg2oftmVKfP7N8w-C0uyg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101567390346796915111?hl=id",,,
"Bengkel Bubut YS Technical","5","JM buka 09:00-15:00
Sempat ngobrol panjang lebar dl sebelum dikerjakan sama bapa&ibunya
Masalah: patah baud oli gardan d dlm
Singkat cerita kerjaan beres, tp s bapa gak mau saya lngsung pergi suruh d cek dl sekitar 5menit, sampe bocor 2 kali s bapa BNR"" tanggung jawab(gak mau ngecewain pelanggan) barulah clear semua,
Terimakasih sehat"" bapak ibu lancar rezekinya
Aamiin","2026-06-08T04:59:24.520Z","0","Budi Bandung","22","true",,,"id","seminggu lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2s4eFFXRjJTa2xMTlVOTldrRnlibDl1UjJ4clZWRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn3jiGKzBFSMPqkLGC9RtP6_bvQKNlekluhyyXZnYzl8BbXyMsM6VhYFoxl5V9xS-5h3sO5Kxh-ng1-DykTfTtd9V-PVw8LJY7ozh5ftpw7cS_UGFv787l13wZaZk5Gk75L7a5oPW7k0zBz2=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s4eFFXRjJTa2xMTlVOTldrRnlibDl1UjJ4clZWRRAB!2m1!1s0x0:0xc64d38f4709d3d0c!3m1!1s2@1:CAIQACodChtycF9oOk8xQWF2SklLNUNNWkFybl9uR2xrVVE%7C%7C?hl=id","102266747397690585676","https://lh3.googleusercontent.com/a-/ALV-UjWezQ2cqbRo_Nk1kfLJk58vDgjfhjPy2_SK55iiX4d8kLuFYK7S=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/102266747397690585676?hl=id",,,
"Bengkel Bubut YS Technical","5","Bapak nya baik, pengertian, saya driver gojek yg mengalami tangki oli bocor, di service sama bpk nya dengan teliti dan presisi, sangat memuaskan apalagi saya di kasih diskon.","2026-05-06T22:24:30.155Z","0","Yanking Channel","27","true",,,"id","sebulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2tsbVMyUkxTVnBRWTIxaE9HMWpUMU5MYmpZd1VrRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn3LpgEqs4UXe1cplHFohxbrdUjvq0KZfMzMaJNvqWruFi6SPztDvn7ov95o33663M2nFMpP0hzerYebAfPln4ybnPaCGQ5mPjA093P-V8bzSIG01bBKKhAQAWVHmA4ddK6_AaoaDOCaAXqN=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1uXSTny1R7PHV3SK6xkOj6RrADfr5gdKMHzcfidf7eeM03pVC1cxPIPpeZSwYrCFeudjf6e9rGddel6hbnZPMhlkeZzkkKdT49TE7d4zkF1VPSA-olZ1tDrBVHeOLQ9stsFt_GOESHK7o=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tsbVMyUkxTVnBRWTIxaE9HMWpUMU5MYmpZd1VrRRAB!2m1!1s0x0:0xc64d38f4709d3d0c!3m1!1s2@1:CAIQACodChtycF9oOklmS2RLSVpQY21hOG1jT1NLbjYwUkE%7C%7C?hl=id","110794649295913881264","https://lh3.googleusercontent.com/a/ACg8ocLFOiU_qEZw1ZzD7FSDcIq93X8JsemDW2dQR-d85QLZMSUQ=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/110794649295913881264?hl=id",,,
"Bengkel Bubut YS Technical","5","Bapak dan ibu nya ramah banget .. pengerjaan rapih dan cepat ... Harga di kasih spesial+ di kasih bonus baut sama ring nya .. pokoknya the best banget ...
Nyesel kalo nggak kesini","2025-11-25T08:51:45.957Z","0","bonan aconk","2","false",,,"id","6 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2s5MVdFNUhZVEJCWjAxVGVWVnBRa2szZW1KQmFYYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn2DKUVTKZJoFYD-7cNdoo3ZEq4DLgtcTz7-lHQ1iYXM3lX7w5qXv2MPe7iQiTRtvhtLIpUo0vuDMWohCxr7vHEEeHyUc1EDZGi1TV-v6fnz8vxEGZEo9xPp21If-4ppDoT5499GF1BhTYwp=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0XG9EQmFHztmbLQfZ71UFs_eETZK76_LLtTnubho3eSX01NcpNk2mZhvpTfZwrJQip_IMZZR26UM9X12Jlav02l6yrp0JkaG5phPnSJ7tfUd52IcrV5QUOdYJQZxf7YgAGLStPMWnwemDk=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s5MVdFNUhZVEJCWjAxVGVWVnBRa2szZW1KQmFYYxAB!2m1!1s0x0:0xc64d38f4709d3d0c!3m1!1s2@1:CAIQACodChtycF9oOk91WE5HYTBBZ01TeVVpQkk3emJBaXc%7C%7C?hl=id","117605653658989306185","https://lh3.googleusercontent.com/a-/ALV-UjUPQMf4T8KGJmRWccUPWP2epi13geo2aFgGpYd0bbj0jZfUogA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117605653658989306185?hl=id",,,
"Bengkel Bubut YS Technical","5","ramah, komunikatif, baik, teliti, pengerjaan rapi, abis snai drat kruk as yang slek, langsung rapi aman, thankyou om👌🏻👍🏻","2025-12-04T16:14:10.611Z","0","Joe Marthin","52","true",,,"id","6 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xKRU9UUnRRVFpzVjJkWWRsTXRaVEl6YkY5VFZHYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn0J-pMBmEmgT2QVgytfkHrIPEqd0O07ViILDMyekfqsBeGJ_1l91Ujq_PXIck3Ckn241BX5CIDxcvuusyLQEqFB1pTjBEuhc12WXwuIA0yx6Z_rwUhcdlaW2Dj8-8otxk0d7rPxgF8OXz72=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3jQOoBciYEqIDwghsCkJfEnitBS_c9_TSaUIby60sw7PJF-dgYSSzF_wdnA1rIAu1xUMqzmxiR_QFL2KnN-m5OSuasIGjcq6GwwWYL8pNCOs_3swffwETmBSsn4WOyNU7ysV-LBrJEMkL_=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2s7Md1CQJqrbRM93yClVHy9M07LTxIyALL2ykkPrSRPmSVV8QQU_bPrNK4yKNSWrmn7ZakG78WaBHOoPo7TDAjqGlRNQlQYyrQuIlWmlUd_TGBi6oNXkkwbJGx25G2zUAMhfpsE8ZqogE=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xKRU9UUnRRVFpzVjJkWWRsTXRaVEl6YkY5VFZHYxAB!2m1!1s0x0:0xc64d38f4709d3d0c!3m1!1s2@1:CAIQACodChtycF9oOlJEOTRtQTZsV2dYdlMtZTIzbF9TVGc%7C%7C?hl=id","104128497644798913031","https://lh3.googleusercontent.com/a-/ALV-UjUiUVZvGmLSRmPqfyVupfAmAuF3T1oSHJnpWyxe06DI_FY3fnAzgQ=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/104128497644798913031?hl=id",,,
"Bengkel las ketok(cat duko)Pak.Ahmad","5",,"2025-11-08T13:42:39.557Z","0","Baitul Hikmah Dental","0","false",,,,"7 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xObFFYcGFPR0ZRT1V0elkwZHJVMEZuTFV3d1pHYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xObFFYcGFPR0ZRT1V0elkwZHJVMEZuTFV3d1pHYxAB!2m1!1s0x0:0x8f30f869244d1df9!3m1!1s2@1:CAIQACodChtycF9oOlNlQXpaOGFQOUtzY0drU0FnLUwwZGc%7C%7C?hl=id","111106273591895429344","https://lh3.googleusercontent.com/a/ACg8ocLUEcO_v4-hplpeA9sfKsmyhEXdAiyScUe91U_twXKgtt9mzQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111106273591895429344?hl=id",,,
"BENGKEL AMA (Jasa Roll, Bending Pipa & Bengkel Las) Bandung","5","Pelayanan ramah² dan untuk hasil dan detail sesuai dgn ukuran  yg di inginkan
Apalagi setelah ada mesin rol pipa ,siku ,hollo ,UNP untuk kebutuhan bengkel jd lebih mudah dan cepat hasil memuaskan","2024-06-28T08:45:26.818Z","0","Andi Sugandi","3","false","2024-06-28T09:41:10.000Z","Terima kasih, ditunggu kembali orderannya bang","id","setahun lalu",,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURMb2FIQTV3RRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn36uLXbbiL-e4GHw-VSJPu99pSEfltlSwbkggqXlNziyG0TVqczwwcmGcom-iWe5d5JZJh8K2uknaVkM3LKuUkKfaZsRJNOHCUEJ39Lry0-uJSvWGf4c40TP1_6UwELXYVYNC-k=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn22S6L5ODH5XzQoAleH9F5ewp1zT0hYfGR4iW5p4rKus32fShzIOUD9-fU-zZ5dsYqXSiXPKFxxsVj4cNxqqyViW36-7QJwzg-bS9CNNa5VkGqzBbTle1yf3IYAamWqAYfflTuA=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3HE3XFCDslc0K5DUb-rJydog7VkaxS3e4P_fgHnwuZHyCWcGLJqALWSZ2H9HtVGUYRTMxs7r-o-X66GOCAY0z5J7H3cff8mlU5e76H85YMbD7oH9bAg0BZgL0aq6E9eWNwmuRi=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURMb2FIQTV3RRAB!2m1!1s0x0:0xa29815fdf6e1ff0!3m1!1s2@1:CIHM0ogKEICAgIDLoaHA5wE%7C%7C?hl=id","105111470980752113443","https://lh3.googleusercontent.com/a-/ALV-UjVkURN5oU7cpqLDmIkGypZUxEK7_rBp47U_FCDkFUodXtPgxi6x=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105111470980752113443?hl=id",,,
"BENGKEL AMA (Jasa Roll, Bending Pipa & Bengkel Las) Bandung","5","Recomended,kalau mau jasa fabrikasi,bending,shering tempat yg sangat tepat,harga negotable,pelayanan ok banget,terima kasih banyak bengkel AMA","2026-01-10T06:30:50.243Z","0","Ex_project77","4","false","2026-01-14T08:07:55.000Z","Terima kasih banyak ya pa, sudah kasih bintang dan ulasan di Google Review 🙏
Dukungan nya sangat berarti buat kami supaya terus bisa kasih pelayanan yang lebih baik.","id","5 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT21nM1JXUmlNVFpGWld0VmFHUXhka05VTUVWWlNtYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn0qOhl-4ofA39bA2YQrSNepENar3YiCOQZv3FJIaYS1HurWnfBpF_iBriWsf8yrgA5qBZIp6ESCV_F5T9XrAScSpEOhTb5n9xaAU4l2UZTEek6cjxW7RvR7Wyr4w-Tli0xZB_UZshoErVMs=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21nM1JXUmlNVFpGWld0VmFHUXhka05VTUVWWlNtYxAB!2m1!1s0x0:0xa29815fdf6e1ff0!3m1!1s2@1:CAIQACodChtycF9oOmg3RWRiMTZFZWtVaGQxdkNUMEVZSmc%7C%7C?hl=id","109795658775256963251","https://lh3.googleusercontent.com/a/ACg8ocJuzAPwPAqmvRj2mcksnGLLwnj0hVs3bCLrpQcl-iPz1l90pA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109795658775256963251?hl=id",,,
"BENGKEL AMA (Jasa Roll, Bending Pipa & Bengkel Las) Bandung","5","Pekerjaan sangat rapi dan kualitas bagus, highly recommended !
Sangat puas dengan pembuatan rollbar dan ramp besi utk mobil storing/towing kami.","2022-07-03T04:25:07.320Z","1","Garasi Kina","1","false","2022-07-03T11:46:02.000Z","Terima kasih pak..","id","3 tahun lalu",,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURPbXRiTnFBRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn1HbjF4pHMT-FwWcZ0gfrGyE8ATJvQh7gGEUbAKu_0lIInTKqHAviBMXdhb4eSUUACHWOrGlEMCzg8kIqOM7HCt2sYMWleUj52kQirvlQUEJRG4tWjtgSzMfSCyD1eQAnNhvu-f=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1Nut7HLq5yzl2WkExDN5cH9fPnfwxzPaBu0a-fpKsDi-IPvCois7NSXObCYr4X_H8ng2ypSRcMoZp-YGacdyEydt_TpzrCKydRwWZ6javaEAfxqcxLBuXHUb36tOgIXlEh_qIiCw=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPbXRiTnFBRRAB!2m1!1s0x0:0xa29815fdf6e1ff0!3m1!1s2@1:CIHM0ogKEICAgIDOmtbNqAE%7C%7C?hl=id","113836199647835432189","https://lh3.googleusercontent.com/a-/ALV-UjW6ggpZQv2p0r1vDXXm1bytS3a9w2u0u5CjvZ06l43XQHBaNZ0=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113836199647835432189?hl=id",,,
"BENGKEL AMA (Jasa Roll, Bending Pipa & Bengkel Las) Bandung","1","Pegawai ga bisa hargain pekerjaan orang turunin brang sbntr aja ga mau segtu udah hbis makan","2025-07-02T08:27:07.901Z","1","Zain Nur","2","false","2025-07-02T10:50:16.000Z","Halo Pak Zain,

Terima kasih atas ulasan dan masukannya. Kami mohon maaf atas ketidaknyamanan yang dialami. apakah datangnya pada saat jam istirahat? Perlu kami sampaikan bahwa di bengkel kami, saat jam istirahat terutama di waktu Dzuhur seluruh karyawan melaksanakan ibadah sholat Dzuhur berjamaah. oleh Karena itu, selama jam istirahat tidak ada aktivitas operasional, termasuk bongkar muat barang.

Kami sangat menghargai setiap kerja sama dan usaha dari rekan-rekan Konsumen, dan tidak ada niat untuk mengabaikan atau meremehkan pekerjaan siapapun. Kami akan memastikan komunikasi kami ke depannya lebih jelas agar tidak terjadi kesalahpahaman.

Jika ada hal lain yang ingin disampaikan atau didiskusikan lebih lanjut, kami dengan senang hati terbuka melalui Pesan WA +62224204608.

Terima kasih atas pengertiannya.

Salam hormat,
(Bengkel AMA)","id","11 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT21kQ2QyRnlYMEpKYW5GcmRESTNZV2RmU2pKYVVrRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21kQ2QyRnlYMEpKYW5GcmRESTNZV2RmU2pKYVVrRRAB!2m1!1s0x0:0xa29815fdf6e1ff0!3m1!1s2@1:CAIQACodChtycF9oOmdCd2FyX0JJanFrdDI3YWdfSjJaUkE%7C%7C?hl=id","109518199383725390650","https://lh3.googleusercontent.com/a/ACg8ocKyseKBiMo_JL7YSy6zLXZn2fT1fFvpsJa1mgKFQk74LKkgMg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109518199383725390650?hl=id",,,
"BENGKEL AMA (Jasa Roll, Bending Pipa & Bengkel Las) Bandung","5","Beberapa kali menggunakan jasa bending, roll pipa disini.
Pelayanannya ramah dan santai tapi barang cepet beres, operator nya juga selalu memberikan masukan jika dirasa ada yg perlu diperbaiki.
Harga juga bersaing. Recommended pisanlah","2020-03-17T17:48:37.091Z","0","gumilang teknindo","59","true","2022-05-12T07:39:09.000Z","Terima Kasih atas kepercayaannya","id","6 tahun lalu",,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNjNWZIdk9REAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNjNWZIdk9REAE!2m1!1s0x0:0xa29815fdf6e1ff0!3m1!1s2@1:CIHM0ogKEICAgICc5fHvOQ%7C%7C?hl=id","114402260722133126030","https://lh3.googleusercontent.com/a-/ALV-UjU2vBeDOyo4XfN9LcYYHEtAQ2k-DnLDL8aFkzKDtOrNDDLYyWlV=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/114402260722133126030?hl=id",,,
"Rodatama Motor","5","Bengkel rekomended di Bandung, pelayanan prima, harga bersaing.
Dan yang penting hasil servis nya mantaaap","2025-03-19T10:21:23.421Z","0","Rusdiana Badruzzaman","57","true",,,"id","Diedit setahun lalu",,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUR2ZzhTSjN3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR2ZzhTSjN3RRAB!2m1!1s0x0:0xfa501275673ac2bd!3m1!1s2@1:CIHM0ogKEICAgIDvg8SJ3wE%7C%7C?hl=id","117336236755023659627","https://lh3.googleusercontent.com/a-/ALV-UjWr21r7YbQo4Y63wELfbOXa4Pak3eP942u8sCG2qMuEY6U7S0yr=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/117336236755023659627?hl=id",,,
"Rodatama Motor","5","Bengkel andalan sejak dulu kala.
Kang Iwan, salah satu kepala bengkel yang terpercaya. Analisa jos, harga terjangkau. Mantap 😁👍🏻","2023-10-11T05:19:03.537Z","0","Irvan Imandaris","23","true",,,"id","2 tahun lalu",,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUM1dE56T0ZnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM1dE56T0ZnEAE!2m1!1s0x0:0xfa501275673ac2bd!3m1!1s2@1:CIHM0ogKEICAgIC5tNzOFg%7C%7C?hl=id","101644169350293509940","https://lh3.googleusercontent.com/a-/ALV-UjUTQ5pU68ltCnfCk3bJZMEFEmHYzTCKiYMgtZWUr4z5Z4hECIi5=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/101644169350293509940?hl=id",,,
"Rodatama Motor","5","Akhirnya Nemu bengkel yang Worth it,
Beberapa kali perbaikan kaki2 ke bengkel lain g ada yang bener dan harga se enaknya....
Di sini harga bongkar dan service ke hitung murah dan keluhan terselesaikan...
Rekomended pisan....
Nuhun","2021-11-14T08:11:23.355Z","2","Rega Envi","6","false",,,"id","4 tahun lalu",,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNHdjVuYWhRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHdjVuYWhRRRAB!2m1!1s0x0:0xfa501275673ac2bd!3m1!1s2@1:CIHM0ogKEICAgICGv5nahQE%7C%7C?hl=id","115428848062280456061","https://lh3.googleusercontent.com/a-/ALV-UjVN5RKgcr_rVvpkOywg_LT5m1u9qI_Fg-5bxB9GdOcLmQNKhnw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115428848062280456061?hl=id",,,
"Rodatama Motor","5","Mobil aman dapat di percaya pelayanan baik sekali,, harga bongkar lebih murah ketimbang bengkel lain kualitas sangat baik tahan lama,, Terima kasih bengkel @rodatama @bengkel89","2022-02-10T00:13:51.802Z","3","Hamzah Jaelani","1","false",,,"id","4 tahun lalu",,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURtbV9UTTVnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtbV9UTTVnRRAB!2m1!1s0x0:0xfa501275673ac2bd!3m1!1s2@1:CIHM0ogKEICAgIDmm_TM5gE%7C%7C?hl=id","101971072545597630392","https://lh3.googleusercontent.com/a-/ALV-UjW7Py99lKvqfSsdJnjTJEVmjSACg5Exq_cxfDqOCN2IObgjRM8=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101971072545597630392?hl=id",,,
"Rodatama Motor","5","Mantaps👍  awalnya hentakan di P ke R lama2 ga bisa masuk, beres disini lumayan murah. Di bengkel lain mesti inilah itulah ga beres.","2022-07-11T07:45:06.617Z","0","Hariss Alya","21","true",,,"id","3 tahun lalu",,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURPallydDRnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPallydDRnRRAB!2m1!1s0x0:0xfa501275673ac2bd!3m1!1s2@1:CIHM0ogKEICAgIDOjYrt4gE%7C%7C?hl=id","108585365121705906787","https://lh3.googleusercontent.com/a-/ALV-UjVbAUrijeKNSiLh5x-xjFMZg39PzMDeq3rouF64cKDomdCOcANUog=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/108585365121705906787?hl=id",,,
