"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewContext/Acara spesial","reviewContext/Aksesibilitas kursi roda","reviewContext/Batasan diet","reviewContext/Jenis makanan","reviewContext/Jenis pesanan","reviewContext/Jenis tempat duduk","reviewContext/Kesesuaian untuk anak-anak","reviewContext/Opsi tempat parkir","reviewContext/Pantangan makanan diakomodasi","reviewContext/Parkir","reviewContext/Penawaran spesial","reviewContext/Pilihan menu vegetarian","reviewContext/Rekomendasi hidangan","reviewContext/Reservasi","reviewContext/Tarif per orang","reviewContext/Tempat parkir","reviewContext/Tingkat kebisingan","reviewContext/Ukuran grup","reviewContext/Waktu tunggu","reviewContext/Yang perlu ditingkatkan","reviewDetailedRating/Layanan","reviewDetailedRating/Makanan","reviewDetailedRating/Suasana","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"Seblak Boss Jarrdin","5","Kemaren bareng Hezky enak banget….. recommended….","2024-10-10T16:44:59.748Z","0","rezaa pangestu gaming","29","true",,,"id","setahun lalu",,,,,,,,,,,,,,,,"Rp 1–25.000",,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURuLV9ueHVnRRAB",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURuLV9ueHVnRRAB!2m1!1s0x0:0x31121a40a368b379!3m1!1s2@1:CIHM0ogKEICAgIDn-_nxugE%7C%7C?hl=id","102673796259569178478","https://lh3.googleusercontent.com/a-/ALV-UjU4bMJxr_3jNYy95vHXMmoJGA-HKGo7HlBIUFkcQNMedN_HZLK6=s64-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/102673796259569178478/reviews?hl=id",,"id",
"Seblak Boss Jarrdin","5","","2024-01-27T18:28:50.341Z","0","cindy oktafiana","0","false",,,"","2 tahun lalu",,,,,"Makan malam","Makan di tempat",,,,,,,,"Kwetiau Kering",,"Rp 1–25.000",,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUROXzRXdVRBEAE",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUROXzRXdVRBEAE!2m1!1s0x0:0x31121a40a368b379!3m1!1s2@1:CIHM0ogKEICAgIDN_4WuTA%7C%7C?hl=id","112406591372950078338","https://lh3.googleusercontent.com/a/ACg8ocJ8IPkat0N_LkuTAB5-Ia89OD_7Advq7gaMklqaL-YuBpGkjg=s64-c-rp-mo-br100","https://www.google.com/maps/contrib/112406591372950078338/reviews?hl=id",,"id",
"Seblak Boss Jarrdin","5","Mantep asli, cuman mau req porsinya banyakin biar makin ++ lagi hahaa","2024-01-15T01:26:08.303Z","0","Aldi Raji","1","false",,,"id","2 tahun lalu",,,,,,,,,,,,,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUNOX3J2ZFh3EAE",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNOX3J2ZFh3EAE!2m1!1s0x0:0x31121a40a368b379!3m1!1s2@1:CIHM0ogKEICAgICN_rvdXw%7C%7C?hl=id","112407181572294015837","https://lh3.googleusercontent.com/a-/ALV-UjWTKXDOT2f0NzVB9oVn66lVYu34UxvRU_SfPS8Xf7FKA9eue5E=s64-c-rp-mo-br100","https://www.google.com/maps/contrib/112407181572294015837/reviews?hl=id",,"id",
"Seblak Boss Jarrdin","5","Best seblak in Bandung, great service and atmosphere, long opening hours make your night-food desires come true❤️","2023-08-31T17:33:30.056Z","0","Tomáš Roletzki","1","false",,,"en","2 tahun lalu",,,,,,,,,,,,,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSURwcjhpTlNBEAE",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwcjhpTlNBEAE!2m1!1s0x0:0x31121a40a368b379!3m1!1s2@1:CIHM0ogKEICAgIDpr8iNSA%7C%7C?hl=id","115888687681635032138","https://lh3.googleusercontent.com/a-/ALV-UjWgvgt0u-EBCqs8CN-Sxj7M3RzU7iIQFd6lmvVPJH02VQlTBNTZig=s64-c-rp-mo-br100","https://www.google.com/maps/contrib/115888687681635032138/reviews?hl=id","Seblak terbaik di Bandung, pelayanan dan suasana luar biasa, jam buka yang panjang membuat keinginan makan malammu terwujud ❤️","id",
"Seblak Boss Jarrdin","5","paling enak se apartment jardin","2022-09-05T19:23:13.687Z","0","R FS","2","false",,,"id","3 tahun lalu",,,,,,,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNldUlyVnhRRRAB",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNldUlyVnhRRRAB!2m1!1s0x0:0x31121a40a368b379!3m1!1s2@1:CIHM0ogKEICAgICeuIrVxQE%7C%7C?hl=id","104302187294613838910","https://lh3.googleusercontent.com/a/ACg8ocJTbM3uN_vFA1XGJEL-WHZi4a9fdb86OQz0XFVGzthCF8aSzQ=s64-c-rp-mo-br100","https://www.google.com/maps/contrib/104302187294613838910/reviews?hl=id",,"id",
"Seblak TERAS Sekeloa","2","hallo, teteh atau aa nya 3 hari yg lalu saya beli spatula dibungkus trus si saus nya malah meleber kemana mana, karna posisi nya itu saya dan suami pake motor. saran sih kalo dibungkus ntah pake kendaraan atau ngga pun mending diplastik aja dalem nya diiket jagan di alasin aja biar ga meleber kemana mana. tnxu🙏","2026-05-28T04:34:44.399Z","0","lina holda srihati","4","false",,"Hallo tth maaf sebelumnya yaa yg tth beli kaya nya seblak sekeloa kali yaa bukan seblak teras, karna kita cuma ada di online  jualnya , gabisa beli langsung atau makan ditempat, kalo bisa dihapus yaa komentar nya karna jd jelek ke seblak kita padahal tth nya bukan beli di kita terimakasih😉","id","3 minggu lalu",,,,,,,,,,,,,,,,,,,,,,"4","3","3","Ci9DQUlRQUNvZENodHljRjlvT2kweVp6RlJhRWh4YTJ4MFpVaFJUSFpvZDIxcGVuYxAB",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kweVp6RlJhRWh4YTJ4MFpVaFJUSFpvZDIxcGVuYxAB!2m1!1s0x0:0xa24ed77a766e4dac!3m1!1s2@1:CAIQACodChtycF9oOi0yZzFRaEhxa2x0ZUhRTHZod21penc%7C%7C?hl=id","114278254621086447233","https://lh3.googleusercontent.com/a/ACg8ocL4KXSLkmIgoZB8Isi3y-dJo4__ljosaDPgWOi7eS4th0eJng=s64-c-rp-mo-br100","https://www.google.com/maps/contrib/114278254621086447233/reviews?hl=id",,"id",
"Seblak TERAS Sekeloa","1","Lama bikinnya","2026-05-17T06:18:43.261Z","0","Arin Kusman","10","false",,"Heh mas yg anda komen itu seblak sekeloa apa seblak teras gausah asal komen !!!!","id","sebulan lalu",,,,,,,,,,,,,,,,,,,,,,"1","1","1","Ci9DQUlRQUNvZENodHljRjlvT2xSUWNIaHJiMGxNWWpsME4zbDVZWHBhVlUwMFZVRRAB",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSUWNIaHJiMGxNWWpsME4zbDVZWHBhVlUwMFZVRRAB!2m1!1s0x0:0xa24ed77a766e4dac!3m1!1s2@1:CAIQACodChtycF9oOlRQcHhrb0lMYjl0N3l5YXpaVU00VUE%7C%7C?hl=id","111978891887080548965","https://lh3.googleusercontent.com/a-/ALV-UjW07j43iflhkuGHuxewRiGU2RMFz8aBniJ8381cHTKTER7q9f4e=s64-c-rp-mo-br100","https://www.google.com/maps/contrib/111978891887080548965/reviews?hl=id",,"id",
"Seblak TERAS Sekeloa","1","Asinn bgtt porsi sedikit bgt mana masih pada keras, plis lah yg niat jualan tuh","2026-03-19T08:05:16.598Z","0","Ghepira RJ","2","false",,"Yg komen juga jgn asal dong yaa , kek nya kk nya salah komen bukan beli seblak di kita 😉 btw nama seblak kita seblak teras sekeloa , bukan seblak sekeloa yg aa nya beli ","ms","2 bulan lalu",,,,,,,,,,,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT25kdGFuUlliR015YkhCZmRuVmtRWGN3WjBSYVZsRRAB",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25kdGFuUlliR015YkhCZmRuVmtRWGN3WjBSYVZsRRAB!2m1!1s0x0:0xa24ed77a766e4dac!3m1!1s2@1:CAIQACodChtycF9oOndtanRYbGMybHBfdnVkQXcwZ0RaVlE%7C%7C?hl=id","111363916344142791670","https://lh3.googleusercontent.com/a-/ALV-UjUXC5Mzbq9jBA_mhKjwWKiapNbwNGNnoveB9BPmHarFuoPsLGseMw=s64-c-rp-mo-br100","https://www.google.com/maps/contrib/111363916344142791670/reviews?hl=id","Porsinya terlalu asin sampai masih keras, tolong, bagi yang berniat menjualnya","id",
"Seblak TERAS Sekeloa","4","Seblak favorit, minusnya kadang ga lengkap aja","2025-09-16T06:16:02.205Z","0","Aulia Mardiani","5","false",,,"id","9 bulan lalu",,,,,,,,,,,,,,,,,,,,,,"4","4","4","Ci9DQUlRQUNvZENodHljRjlvT2pkcGJFaFdTME5vTkU5UFdFcGFVelJWYUd3dFNHYxAB",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkcGJFaFdTME5vTkU5UFdFcGFVelJWYUd3dFNHYxAB!2m1!1s0x0:0xa24ed77a766e4dac!3m1!1s2@1:CAIQACodChtycF9oOjdpbEhWS0NoNE9PWEpaUzRVaGwtSGc%7C%7C?hl=id","112502630936080356908","https://lh3.googleusercontent.com/a-/ALV-UjWdzke6NF5GXEUENWKks6K6I-t2hnOHXxmOGOD5whlpag8rkR_I=s64-c-rp-mo-br100","https://www.google.com/maps/contrib/112502630936080356908/reviews?hl=id",,"id",
"Seblak TERAS Sekeloa","5","","2025-08-31T23:12:11.726Z","0","YADI YADI","12","true",,,"","9 bulan lalu",,,,,,,,,,,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT25Wbk5qUktZa3hmYTFsclRXOTRaMWhPVkZCUk1uYxAB",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25Wbk5qUktZa3hmYTFsclRXOTRaMWhPVkZCUk1uYxAB!2m1!1s0x0:0xa24ed77a766e4dac!3m1!1s2@1:CAIQACodChtycF9oOnVnNjRKYkxfa1lrTW94Z1hOVFBRMnc%7C%7C?hl=id","105749020003676338243","https://lh3.googleusercontent.com/a/ACg8ocKWCq0QUudd_zGGxSBrA8N0ok6MIlOR9MuHye212zcWWA4weQ=s64-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/105749020003676338243/reviews?hl=id",,"id",
"Seblak Magnet","5","Enak rasanya","2019-12-09T06:07:08.772Z","0","Dimas Cahya Munggaran","91","true",,,"id","6 tahun lalu",,,,,,,,,,,,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNNbC1HTlhnEAE",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNNbC1HTlhnEAE!2m1!1s0x0:0x2bdb4be3b64c0999!3m1!1s2@1:CIHM0ogKEICAgICMl-GNXg%7C%7C?hl=id","115257338959216836450","https://lh3.googleusercontent.com/a-/ALV-UjUaMvHT2bVIE5QZ4Ykd8SVxcR2OnAR3B9Di2n2pLvBpOki8dxkI=s64-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/115257338959216836450/reviews?hl=id",,"id",
"Seblak Magnet","2","Bagus","2019-09-06T23:06:46.856Z","0","Mathew Takaeb","23","true",,,"id","6 tahun lalu",,,,,,,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURVcDZYcTJBRRAB",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVcDZYcTJBRRAB!2m1!1s0x0:0x2bdb4be3b64c0999!3m1!1s2@1:CIHM0ogKEICAgIDUp6Xq2AE%7C%7C?hl=id","100678621871545505256","https://lh3.googleusercontent.com/a-/ALV-UjVxh7SzhEUEVmEtWTWnGTX6HBJLBW2bPGgIsq3JwlHYwDWvYzM=s64-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/100678621871545505256/reviews?hl=id",,"id",
"Seblak Magnet","2","","2019-08-16T00:39:35.988Z","0","Sepey Tresna","0","false",,,"","6 tahun lalu",,,,,,,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURVaktUVGdBRRAB",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVaktUVGdBRRAB!2m1!1s0x0:0x2bdb4be3b64c0999!3m1!1s2@1:CIHM0ogKEICAgIDUjKTTgAE%7C%7C?hl=id","105692742942929802155","https://lh3.googleusercontent.com/a-/ALV-UjXXjDY5RXlC6PZwLhGibMONUwXITc9PqTY9-5vPhWB2wx8TkC53=s64-c-rp-mo-br100","https://www.google.com/maps/contrib/105692742942929802155/reviews?hl=id",,"id",
"Seblak Magnet","3","enak lumayan","2019-08-13T00:41:42.604Z","0","Sayama Haruo","379","true",,,"id","6 tahun lalu",,,,,,,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURVNk9iSzBBRRAB",,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVNk9iSzBBRRAB!2m1!1s0x0:0x2bdb4be3b64c0999!3m1!1s2@1:CIHM0ogKEICAgIDU6ObK0AE%7C%7C?hl=id","105773150346899264109","https://lh3.googleusercontent.com/a-/ALV-UjX0wpEnWC-Vd-OqJZUzAy3CF55498y8_WOx2Lli4twyAaptDo6L=s64-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/105773150346899264109/reviews?hl=id",,"id",
"Seblak Magnet","4","Pelayanan sangat ramah, parkir kendaraan cukup sulit(disarankan pakai motor), lokasinya berada didekat alfamart dan terminal ledeng, untuk rasa cukup, tersedia berbagai varian toping, untuk harga termasuk cukup","2019-06-18T09:15:11.143Z","0","Nisa sari","145","true",,,"id","7 tahun lalu",,,,,,,,,,,,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURFbUlqWFNREAE","https://lh3.googleusercontent.com/grass-cs/ANxoTn3FDDpEiMlmpeGlYnN4o2UKoLIYsyy0YUdS-v3J5OEchRu887mHwgjx44_NiUerG-7iS-BuRz00OPBfj28sX-K_GQXFcsxYpxzL6EMJE5Nx1X4hU4j4iCwRDEPdu37O0GjmA5I=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2ZXLOsXWcgOuLjaSmbGAtnJWW7Qrui4z57L4f7ZzqragiCuil6JMiNUuTffJio7GoxTscClkGRKUxko_W-ltmtSHdh9PUF-EdmXVCeVA85jGTm65R96qY6Y0PD-fiXDYZNGmqc=k-no",,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURFbUlqWFNREAE!2m1!1s0x0:0x2bdb4be3b64c0999!3m1!1s2@1:CIHM0ogKEICAgIDEmIjXSQ%7C%7C?hl=id","106705976150043948081","https://lh3.googleusercontent.com/a/ACg8ocI2OEbI7CMyTssivkJtKSPRt1UgnvTlEtne0zi-Gg-YlNz7Qg=s64-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/106705976150043948081/reviews?hl=id",,"id",
