"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewContext/Gaya yang diminta","reviewContext/Harga","reviewContext/Jenis rambut","reviewContext/Keahlian khusus","reviewContext/Layanan","reviewContext/Negatif","reviewContext/Penata gaya","reviewContext/Positif","reviewDetailedRating/Layanan","reviewDetailedRating/Makanan","reviewDetailedRating/Suasana","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"Melati Salon","5","Good lah","2019-05-08T13:48:54.365Z","0","fajar agus triana","25","true",,,"id","7 tahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURZMnJDend3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURZMnJDend3RRAB!2m1!1s0x0:0xef20729bf817230e!3m1!1s2@1:CIHM0ogKEICAgIDY2rCzwwE%7C%7C?hl=id","115524035290325336030","https://lh3.googleusercontent.com/a-/ALV-UjWzx3Cf4FET3C9Eg9fqvKR3-O_euWvtsA7-zPCvkmYSUUeZwqMmpQ=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/115524035290325336030?hl=id",,,
"CENIK Wellness Cafe Bandung | Solusi Bugar dan Melangsing Bersama (MESRA)","5","Tempat sarapan penuh nutrisi yang rasanya enak ,bukan untuk dewasa ajh,tapi nak bayiiiik aku juga suka🥰🤗","2025-01-18T01:56:35.743Z","1","vitria ramadanis","1","false","2025-01-18T00:50:46.000Z","Thankyou Uni Vitri and Family :D:D:D","id","setahun lalu",,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNfbWRLNUFREAE","https://lh3.googleusercontent.com/grass-cs/ACvplmNwxl89bJLdJ03kkJPduFDACyxlglXsGm7KudVFRsFhoGbLkcUl3tAVhBUAOj8LyAlo1xb58BMIPENHPtsCr2-TnmqIXwJyR1E64mU1M8DDe-rA5pErmdVz9CVKJCeonUOP3L-k=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNfbWRLNUFREAE!2m1!1s0x0:0xd78a4a56c21a019d!3m1!1s2@1:CIHM0ogKEICAgIC_mdK5AQ%7C%7C?hl=id","116120631051568647945","https://lh3.googleusercontent.com/a-/ALV-UjWwY0t1guahGZfe07gGcWqUCznVT7BBWjGpE8soAzSKM0tYXK0P=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116120631051568647945?hl=id",,,
"CENIK Wellness Cafe Bandung | Solusi Bugar dan Melangsing Bersama (MESRA)","5","Sarapan disni tuh bikin betah 😁,,byk nambah temen juga dan berbagi pengalaman agar hidup lebih sehat….
Terima kasih juga buat coach nya yg selalu memberikan afirmasi positif…..","2025-05-08T02:35:44.777Z","1","Susan herawati","1","false",,,"id","setahun lalu",,,,,,,,,,,,,"ChZDSUhNMG9nS0VLYm82dGo1eTZHRUpBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VLYm82dGo1eTZHRUpBEAE!2m1!1s0x0:0xd78a4a56c21a019d!3m1!1s2@1:CIHM0ogKEKbo6tj5y6GEJA%7C%7C?hl=id","117981759844726950474","https://lh3.googleusercontent.com/a/ACg8ocIpQVBdSgBlBY3TVhE_1v79kF-KkWWATKLYw4fkWw0W5Nld=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117981759844726950474?hl=id",,,
"CENIK Wellness Cafe Bandung | Solusi Bugar dan Melangsing Bersama (MESRA)","5","Tempat nya makin bagus makin keren... Coach nyaa Masya Allah tabarakallah amat sangat membantu...dari mulai membantu program yg tepat ,mengatur sarapan d'best...","2025-05-08T02:37:57.820Z","1","Leni Yuliani","7","false",,,"id","setahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VOV21qb0tOaDhiVmdRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOV21qb0tOaDhiVmdRRRAB!2m1!1s0x0:0xd78a4a56c21a019d!3m1!1s2@1:CIHM0ogKENWmjoKNh8bVgQE%7C%7C?hl=id","105330388202278935250","https://lh3.googleusercontent.com/a-/ALV-UjUcuAbjZf3c3rhbkuh72xu9YQfrSUGre7SOYHkOpFo2H5gXWcNh=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105330388202278935250?hl=id",,,
"CENIK Wellness Cafe Bandung | Solusi Bugar dan Melangsing Bersama (MESRA)","5","Mengikuti belajar pola makan sehat dan gaya hidup sehat di Rumah nutrisi CENIK best banget👍owner baik, tempatnya startegis.recomended banget buat kalian yg mau ikut belajar pola hidup sehat👍👍👍","2024-07-23T05:01:34.576Z","1","Nur Aina","2","false",,,"id","setahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNiMk9XQWlBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNiMk9XQWlBRRAB!2m1!1s0x0:0xd78a4a56c21a019d!3m1!1s2@1:CIHM0ogKEICAgICb2OWAiAE%7C%7C?hl=id","113723118206908649695","https://lh3.googleusercontent.com/a/ACg8ocLhbZ7hvzceprueO4p9dXXnEhb6gJhwE8MObZiKw-5iL7g7DA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113723118206908649695?hl=id",,,
"CENIK Wellness Cafe Bandung | Solusi Bugar dan Melangsing Bersama (MESRA)","5","Couch nya OK bangeets... selalu memotivasi peserta utk terus konsisten utk bs mencapai body goal....","2025-05-08T03:01:55.769Z","1","Dwi Komala","15","true",,,"id","setahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VKR3htcGFVMzUtRzZnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKR3htcGFVMzUtRzZnRRAB!2m1!1s0x0:0xd78a4a56c21a019d!3m1!1s2@1:CIHM0ogKEJGxmpaU35-G6gE%7C%7C?hl=id","116366643155538251955","https://lh3.googleusercontent.com/a/ACg8ocLl04bn02tSw6N3Sv2r0NikFIUgGC8EhKWVUo5BZ3OmupoygQ=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/116366643155538251955?hl=id",,,
"Alegro Beauty salon","5","Pelayanan nya bagus juga ramah, pengerjaan nya detail, aku treatment keratin dsni hasilnya ok banget, nanti pasti balik lagi, tempat nya juga nyaman bersih","2022-09-14T08:46:35.250Z","0","Moniqka J","62","true",,,"id","3 tahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNlem92RTRBRRAB","https://lh3.googleusercontent.com/grass-cs/ACvplmORDChjB8t86_YWdBIEh4-TlzDnwaPxi2EjOKdlJqz3UUWXkZJrmsnTPLwBt4tq0OgmhfdbuJ6UtR4Ca6buYbL3eDUf0ytEi5S8U0P1tT38wJS71CYLVXE_ssma9ZKPZZ13u0CVew=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNlem92RTRBRRAB!2m1!1s0x0:0x565f95b5c96d0f7c!3m1!1s2@1:CIHM0ogKEICAgICezovE4AE%7C%7C?hl=id","116631623130642374799","https://lh3.googleusercontent.com/a-/ALV-UjX3CS0DdsD_zLfzxNHWgFMALjsimGxMJ6WSuHLH9fNjfU-LlH9t=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/116631623130642374799?hl=id",,,
"Alegro Beauty salon","5","Suka banget, nail gel dan eyelash nya… kakak2 nya juga ramah, oh ya aku pakai yg natural eyelash yaa 💕","2022-07-26T07:21:18.635Z","0","dian retnowulan","5","false",,,"id","3 tahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUN1bXV5bzJRRRAB","https://lh3.googleusercontent.com/grass-cs/ACvplmPnWgioR2VnDm2t8jWVxmcF4fdYruprpv5SRfF7suzfsCcWKHJC7nyWuU0jJBVmeAYL1Kz7fApRWICtzoYI5TLy-b8MNBasjs2EC2i9Zg0cIE8u11x7h__dnG9OX8dB0VOJLAHD=k-no","https://lh3.googleusercontent.com/grass-cs/ACvplmNgXM3PupBAIr0HvpQimIfvLDOeYsrnetEa9de0RM-E0GYzx2smQOarcKmeaJI5bKJEMwoLdImTFJbN8LYbaydWHthXUbEIsw3XryezXpeU5qZ2OTaXNWgEKZQypYEAe10ziuCHhA=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1bXV5bzJRRRAB!2m1!1s0x0:0x565f95b5c96d0f7c!3m1!1s2@1:CIHM0ogKEICAgICumuyo2QE%7C%7C?hl=id","106455019058124692786","https://lh3.googleusercontent.com/a-/ALV-UjVxdK7T6n-_0eNMqxUbopNPtUiGH1Wgh04K5ZthQOOsIgSfinNZ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106455019058124692786?hl=id",,,
"Alegro Beauty salon","5","Tempat nya nyaman , bersih , hasil nya sangat memuaskan sesuai yang aku inginkan .","2022-07-01T08:48:30.130Z","0","Irma Nurmansyah","3","false",,,"id","4 tahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURPNHRXRTNBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPNHRXRTNBRRAB!2m1!1s0x0:0x565f95b5c96d0f7c!3m1!1s2@1:CIHM0ogKEICAgIDO4tWE3AE%7C%7C?hl=id","109038368036596644124","https://lh3.googleusercontent.com/a-/ALV-UjXOP5hUQtVuHW6quOKnrrVlDkNkyzVqiFL9kYLcXJkeODZ3_rxULw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109038368036596644124?hl=id",,,
"Alegro Beauty salon","5","Pelayanan nya superrr... 👍👍👍","2022-07-01T08:52:50.507Z","0","Yanagustav Hendra","2","false",,,"id","4 tahun lalu",,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURPNHZYTWJ3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPNHZYTWJ3EAE!2m1!1s0x0:0x565f95b5c96d0f7c!3m1!1s2@1:CIHM0ogKEICAgIDO4vXMbw%7C%7C?hl=id","117010129483079537919","https://lh3.googleusercontent.com/a/ACg8ocJ8V5VjSlNnDhoJ8l5PpISfA7oUy7D4KAWVvEmBnNt4ZDtboA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117010129483079537919?hl=id",,,
"Alegro Beauty salon","5",,"2023-05-09T00:44:07.203Z","0","Nindi ayu tipani","1","false",,,,"3 tahun lalu",,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUN4c01PbkRBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4c01PbkRBEAE!2m1!1s0x0:0x565f95b5c96d0f7c!3m1!1s2@1:CIHM0ogKEICAgICxsMOnDA%7C%7C?hl=id","114265697361222853580","https://lh3.googleusercontent.com/a/ACg8ocJWGxr99K4P9jQBSb2jaIEgJBMuub2Ml2Vw4Vt2m9qo6QL7MA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114265697361222853580?hl=id",,,
"Indri Salon","1","ibu nya judes sambil main hp trus potongannya ga sesuai ekskpektasi, minta panjangnya sama malah di potong hehehe, poni aku juga pendek bgt, bner bner kecewa deh bu, tpi semoga ibu nya sehat slalu","2025-03-06T05:15:44.389Z","0","Develinekeysha Firliani","4","false",,,"id","setahun lalu",,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnTUNRaGJhb0VREAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNRaGJhb0VREAE!2m1!1s0x0:0x78d7f457d52a0b5b!3m1!1s2@1:CIHM0ogKEICAgMCQhbaoEQ%7C%7C?hl=id","114842225931288678054","https://lh3.googleusercontent.com/a/ACg8ocJKscTCY4AHdI58JLEClxLypWbbbdzFHSkYiXz5v7Lsj4Wl3w=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114842225931288678054?hl=id",,,
"Indri Salon","4","Untuk mencoba ke salon belum tahu karna hanya lewat Saja.
Tp untuk kelokasi tidak susah masuk dari jamaras 3 dan tinggal lurus saja.
Semoga membantu...","2025-03-24T21:42:15.205Z","0","Rahmat Mulya","14","true",,,"id","setahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnTUR3b3FYV2dBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUR3b3FYV2dBRRAB!2m1!1s0x0:0x78d7f457d52a0b5b!3m1!1s2@1:CIHM0ogKEICAgMDwoqXWgAE%7C%7C?hl=id","102872157383476415503","https://lh3.googleusercontent.com/a-/ALV-UjUZFk_f4X7XmLJ3h_jjmiBobZl3BB8W7bGIxC3zjn3fw60tFR7Ccw=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/102872157383476415503?hl=id",,,
"Indri Salon","5","Terbaik sih ini. Tempat nya nyempil, tapi hasil udah macem potong di tempat profesional ternama. Dengan harga yg bikin kaget. Sama semangkok bakso aja masih mahalan bakso. Terbaik pokonya","2021-03-18T06:04:36.116Z","2","Ditta Amalia Lengkana","65","true",,,"id","5 tahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUR5NjgycnVBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5NjgycnVBRRAB!2m1!1s0x0:0x78d7f457d52a0b5b!3m1!1s2@1:CIHM0ogKEICAgIDy682ruAE%7C%7C?hl=id","100284367780827134817","https://lh3.googleusercontent.com/a-/ALV-UjXevWjB-3swoofEEZBsteX8sjqd_bn0oXyXkUfhaKlBSs9k8G0Q0A=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/100284367780827134817?hl=id",,,
"Indri Salon","4","teteh nya agak judes, ngerjain nya sambil nonton jd ga fokus tth nya, tapi potongan nya bagus sesuai ekspektasi","2024-12-07T06:49:40.114Z","0","sipaaa","12","true",,,"id","setahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUN2a012eHlBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN2a012eHlBRRAB!2m1!1s0x0:0x78d7f457d52a0b5b!3m1!1s2@1:CIHM0ogKEICAgICvkMvxyAE%7C%7C?hl=id","109157325975596435365","https://lh3.googleusercontent.com/a/ACg8ocJrQYEOFyrK4c3I-DuOFEOKhpzD7P2ne6Zjj78b2dFmmuCD3Q=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/109157325975596435365?hl=id",,,
"Indri Salon","5","Pasti memuaskan hasil nya
Potongan rambut semakin pede 😘","2022-02-02T01:43:31.081Z","0","Indra Channel","5","false",,,"id","4 tahun lalu",,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURtNll5VXdRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtNll5VXdRRRAB!2m1!1s0x0:0x78d7f457d52a0b5b!3m1!1s2@1:CIHM0ogKEICAgIDm6YyUwQE%7C%7C?hl=id","112851378935302387095","https://lh3.googleusercontent.com/a-/ALV-UjUoRkFvOkXr93r0LRA5WZEoDgBa_U2AicDnMvN_bwIznsm3qSk=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112851378935302387095?hl=id",,,
