"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewContext/Layanan","reviewContext/Negatif","reviewContext/Positif","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewImageUrls/48","reviewImageUrls/49","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"Gito Motor Jatihandap","4","Baik","2021-04-18T12:23:43.404Z","0","Devi Andriansyah","1","false",,,"id","5 tahun lalu",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNLOC03dHdnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLOC03dHdnRRAB!2m1!1s0x0:0xa6e78e2c9e3c793b!3m1!1s2@1:CIHM0ogKEICAgICK8-7twgE%7C%7C?hl=id","112078969724084271815","https://lh3.googleusercontent.com/a-/ALV-UjVn4P_XNbZTIjtCH6d3US5JnlCr6fH4mzBVD2yDg7jPtpVGI-uu=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112078969724084271815?hl=id",,,
"Pool Bus Harum Group","4","Naik bus medium dalam rangka fieldtrip siswa Taman Kanak Kanak. Pelayanan ramah dan kru juga ramah. Kondisi bus baik dan terawat.","2024-02-04T16:05:58.570Z","0","Sutisna_rongsokan mesin (Youtube channel)","204","true",,,"id","2 tahun lalu",,,,,"ChdDSUhNMG9nS0VJQ0FnSUR0cnVYMWxnRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn1bVYFC52v-5iFmCMdJHRghOkXPgoG8p2FqSwCEzLkFFVEsxscqEiFSTT6FKv79HRH4NB0LW4qmSB4zZyBl-7C6MDujurtXb7XQv7iTkwtmvDDN_Rgj7xRKBlWQfekDf2AX4LM=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1t0cssakj_dmbb0tbaEjdJuPLoH7Gx8pUoP6kV2kqsJNlbFQIM28PI13CV0jTtYcNSVRkMAkS9zoyFt3Bl8ihkcPzCMs-NM94Nm5XZWz2Zi7Fe8uIZgYMPUnDyJjEkHzZLFKyfNA=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1BIIijNIJfVzYYrICXuXFcwefT56VXFJsNVaIyy4iKD0eGzBgreFP5-kvyvrSxzBwLiFh7ThaKHB_YA1_Uz0dRPeVLnp_gMFyDNGggm9i6710HX09f3S46K0WUCVPXS7_brbqn=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0FPt9CNusPB2vzi4HkfwXbJ6lXFIF0VBdtm-yUSxZ4qK-SBRu-nMTvPBntN47jRL2HkQSDO9NWolWfycX_xbPln5A7QHiAbxnFqk4UJnDFCtImwgDKQj0aDl3Ppi0cf-tL1kEEqw=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR0cnVYMWxnRRAB!2m1!1s0x0:0x9559659d357dbca3!3m1!1s2@1:CIHM0ogKEICAgIDtruX1lgE%7C%7C?hl=id","112046396412725684017","https://lh3.googleusercontent.com/a-/ALV-UjW7nJlTyc-msR4vwMZsKWHHCFuKw9c-QFj-EBY3BGdV-gwZW1Ln=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/112046396412725684017?hl=id",,,
"Bengkel Piper Pirodo","5","Mantep harga terjangkau, rem belakang pakem lagi 👍👍","2025-03-12T11:14:49.962Z","0","Bayu Alemania","9","false",,,"id","setahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnTURRaGFfZ0x3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRaGFfZ0x3EAE!2m1!1s0x0:0x6210c77d1ed2a5a3!3m1!1s2@1:CIHM0ogKEICAgMDQha_gLw%7C%7C?hl=id","102824446704164982624","https://lh3.googleusercontent.com/a-/ALV-UjVkml7TEF1IsEJ1OmrlcoS0N1q4TXUkhKU9lfrMR6FRw_NN6yez=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102824446704164982624?hl=id",,,
"Bengkel Piper Pirodo","5","pelayanan ramah mantap bintang 5","2024-09-06T11:05:08.088Z","0","Zidan Syaputra","14","true","2024-09-06T11:25:44.000Z","terimakasih kang,semoga awet🙏","id","setahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSUNINll5cVlBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNINll5cVlBEAE!2m1!1s0x0:0x6210c77d1ed2a5a3!3m1!1s2@1:CIHM0ogKEICAgICH6YyqYA%7C%7C?hl=id","103768504095278216287","https://lh3.googleusercontent.com/a-/ALV-UjUqtetaD_Sabcm337nh12AH4zsMGQLgVwRBn2t3JignCnzAIiTL=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/103768504095278216287?hl=id",,,
"Bengkel Piper Pirodo","5","Mo nanya  apa bisa lubangin supaya  vsrio ngga Gredek saatvini awal Atau nanjak","2021-12-02T04:22:48.458Z","6","Midia chanel","159","true",,,"id","4 tahun lalu",,,,,"ChdDSUhNMG9nS0VJQ0FnSURHeWI3X3lRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHeWI3X3lRRRAB!2m1!1s0x0:0x6210c77d1ed2a5a3!3m1!1s2@1:CIHM0ogKEICAgIDGyb7_yQE%7C%7C?hl=id","101592629804889502423","https://lh3.googleusercontent.com/a-/ALV-UjWsZAN5N3gmzK9HqoIMbJfX6F7BheTJMp1tQTo9b9Y3ioGf2zDC=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/101592629804889502423?hl=id",,,
"Bengkel Piper Pirodo","5","Pelayanan yg ramah benar2 solusi...","2022-11-15T18:37:29.561Z","1","Anas Sonjaya","18","true","2022-11-16T01:57:47.000Z","terimakasih😊","id","3 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSUMtbDlXOVl3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMtbDlXOVl3EAE!2m1!1s0x0:0x6210c77d1ed2a5a3!3m1!1s2@1:CIHM0ogKEICAgIC-l9W9Yw%7C%7C?hl=id","106372644369300131951","https://lh3.googleusercontent.com/a-/ALV-UjWZ_oIm5wWtOQ62YLWLBOh-ZSNlfYiAduA_SISBL8pB6_De6JPT=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/106372644369300131951?hl=id",,,
"Bengkel Piper Pirodo","5","Mantap sekali ownernya ramah","2022-02-06T06:40:28.136Z","2","Ubed Boloho","1","false",,,"id","4 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSURtN2F1bkZnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtN2F1bkZnEAE!2m1!1s0x0:0x6210c77d1ed2a5a3!3m1!1s2@1:CIHM0ogKEICAgIDm7aunFg%7C%7C?hl=id","116702970517752985827","https://lh3.googleusercontent.com/a/ACg8ocL4NU-qbsxPZGZc08kbZEUeYWz-PrLEMc43spsuYaWJaGc0DQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116702970517752985827?hl=id",,,
"Fick Autocar","5","Rute nya mudah di jangkau,dan pelayanan nya bagus sekali","2022-12-18T12:08:15.990Z","0","Jay Fullbuster127","1","false",,,"id","3 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSUNCdElhN1RnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCdElhN1RnEAE!2m1!1s0x0:0xb5331392bb1f0019!3m1!1s2@1:CIHM0ogKEICAgICBtIa7Tg%7C%7C?hl=id","101242973675140366452","https://lh3.googleusercontent.com/a/ACg8ocJw5gQatVyJBWGF5l0YqmRil7MAzSlGJ_bDUt466VhiTUgEjA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101242973675140366452?hl=id",,,
"Fick Autocar","5","👌👍👍👍","2022-12-19T09:45:26.538Z","0","Adisty Khoirunnisa","1","false",,,"id","3 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSUNCcktIcVlBEAE","https://lh3.googleusercontent.com/grass-cs/ANxoTn08qpRlwPqetadZuQBsZp6TKJ_7IPyLy_Gwc5xLzck0DdVTTX23TH9uvZOgWTQbTTGv4PthbdqERx6pCsYV1e8qiRpuZTOYEIEbLBIbUVvRGIzrPo-QW67L2sAH02y9ceeUOaK8ow=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCcktIcVlBEAE!2m1!1s0x0:0xb5331392bb1f0019!3m1!1s2@1:CIHM0ogKEICAgICBrKHqYA%7C%7C?hl=id","105141135865745284239","https://lh3.googleusercontent.com/a-/ALV-UjVRfOYUVnk3omHoMQwoU0EITxTHlAmg1Yc5OuKpY6e6-eUf0oHL=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105141135865745284239?hl=id",,,
"Fick Autocar","1","Xplor atau xtr ver","2023-05-13T02:11:31.879Z","0","Fikri Syahriza Rizani","12","true",,,"id","3 tahun lalu",,,,,"ChdDSUhNMG9nS0VJQ0FnSUN4dk5hWXFBRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn2qoRD9FQIRDVdOYY3NLO1z5jZTnTh8qFa3Qs-gO5QJrD9aMkWfedaoGkko1fdW1O5OlL8JCS-Ey6kTfQ-HUzCVR9i2dHtmSIjh4r9T7WVsEzl1PdS7mdBqhi77jrMyNxpx9EYB=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4dk5hWXFBRRAB!2m1!1s0x0:0xb5331392bb1f0019!3m1!1s2@1:CIHM0ogKEICAgICxvNaYqAE%7C%7C?hl=id","113114315990625894241","https://lh3.googleusercontent.com/a-/ALV-UjXdevE8PlCtF6M-xORHd1kJnGcUp8bUshcdg0NoMdMRPnzIx2K4Mg=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/113114315990625894241?hl=id",,,
"Fick Autocar","5",,"2024-03-17T01:53:35.298Z","0","Adisa Satyawan","6","false",,,,"2 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSUQ5N3VIc0RBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ5N3VIc0RBEAE!2m1!1s0x0:0xb5331392bb1f0019!3m1!1s2@1:CIHM0ogKEICAgID97uHsDA%7C%7C?hl=id","109971838299807793701","https://lh3.googleusercontent.com/a-/ALV-UjVcIad6VvAoKjrieXrNGDf3Be3w7a7b5YrOj3JOpZBk8Zlia3qm=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109971838299807793701?hl=id",,,
"ROCKRACK OVERLAND (SPESIALIS ROOFTENT)","5","Pelayanan baik dan ramah. Recommended","2021-12-18T07:36:32.702Z","1","Budi Azhari Lubis","249","true",,,"id","4 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSUNtLU5HbUVBEAE","https://lh3.googleusercontent.com/grass-cs/ANxoTn1qG3DDujAV3yEMIex5HJ-IfzQ75HNxn6yHkDb8yr19en4gJcttY7RfnTfnvvEqBaYK3pNBmvKEYc0gDcCsQkaLWG-IsHPWhDKhH0vGYiLQlokTPY5mzdBuXL6Rz-_O2GzepDJn=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNtLU5HbUVBEAE!2m1!1s0x0:0x9d19fe1e4315d380!3m1!1s2@1:CIHM0ogKEICAgICm-NGmEA%7C%7C?hl=id","101462452374420964870","https://lh3.googleusercontent.com/a-/ALV-UjX5H6EHQE_urmL9PxpH7su8lcvEuUCxIgHhagp2unX75Va1t02n=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/101462452374420964870?hl=id",,,
"ROCKRACK OVERLAND (SPESIALIS ROOFTENT)","5","Tenda murah tp kualitas ga murahan","2022-05-05T15:10:48.761Z","0","Subagya suryapranata","17","true",,,"id","4 tahun lalu",,,,,"ChdDSUhNMG9nS0VJQ0FnSUQybU5HZ3h3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQybU5HZ3h3RRAB!2m1!1s0x0:0x9d19fe1e4315d380!3m1!1s2@1:CIHM0ogKEICAgID2mNGgxwE%7C%7C?hl=id","102657367886755857852","https://lh3.googleusercontent.com/a-/ALV-UjXZmCYKs7xXwD1ACykXvI4EPloPNKHvFcQb3aU77vPdLjzgIQ-o=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/102657367886755857852?hl=id",,,
"ROCKRACK OVERLAND (SPESIALIS ROOFTENT)","5","kualitas tanpa batas","2021-01-30T09:50:40.381Z","1","Aditya Yudis1","3","false",,,"id","5 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSUN5anEzTlZ3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5anEzTlZ3EAE!2m1!1s0x0:0x9d19fe1e4315d380!3m1!1s2@1:CIHM0ogKEICAgICyjq3NVw%7C%7C?hl=id","109068572593014167304","https://lh3.googleusercontent.com/a-/ALV-UjUQZ2b5qDreXflX7_3P2-xItZRsjXPjlubqTiV2X66qSiD6RvmQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109068572593014167304?hl=id",,,
