"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewContext/Layanan","reviewContext/Positif","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewImageUrls/48","reviewImageUrls/49","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"Nurholis Motor 2","1","terpaksa kasih bintang 1
buat yg mau service disini pikir dulu deh sebelum terlanjur seperti yg dialami saya, al hasil body hancur ga tahu dari buka & pasang atau cara penyimpanan waktu bongkar, cari saja bengkel lain yg bagus serta biayanya juga lumayan murah.
semoga menjadi bahan pemikiran agar owner memperhatikan montirnya & mudah²an montirnya juga ber-hati² dalam pengerjaannya jangan asal buka","2026-01-10T02:25:25.935Z","0","Ayu Wandira","1","false",,,"id","5 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2tkVFExWTVUbkJsWHpRMVJFZDJWRTVRYkdoclFrRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tkVFExWTVUbkJsWHpRMVJFZDJWRTVRYkdoclFrRRAB!2m1!1s0x0:0xe30f7ec289aacc2f!3m1!1s2@1:CAIQACodChtycF9oOkdTQ1Y5TnBlXzQ1REd2VE5QbGhrQkE%7C%7C?hl=id","115098101888677006846","https://lh3.googleusercontent.com/a/ACg8ocIraDic1mmJ0tRb4ulZf6TqBnaXGSWr4VB_SeDOwAHF51m3EQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115098101888677006846?hl=id",,,
"Nurholis Motor 2","1","Saya sarankan kalau ada bengkel lain lebih baik ke bengkel lain, disini harga spartpart ga ngotak, belum lagi biaya bongkar pasang jauh lebih mahal dari bengkel lain.","2026-01-21T00:14:00.819Z","0","Kuli Piknik","9","true",,,"id","4 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2tkaFNYVXdkRjk2VFhvNWRrVktiMVpmUVVNME5rRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tkaFNYVXdkRjk2VFhvNWRrVktiMVpmUVVNME5rRRAB!2m1!1s0x0:0xe30f7ec289aacc2f!3m1!1s2@1:CAIQACodChtycF9oOkdhSXUwdF96TXo5dkVKb1ZfQUM0NkE%7C%7C?hl=id","103961771575616689637","https://lh3.googleusercontent.com/a-/ALV-UjVOAIWIhHLPi-PBFaPe2Hr99lMzYnglPzAvVVh7gJqB4jrkTdJ8=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/103961771575616689637?hl=id",,,
"Nurholis Motor 2","1","ada yg bisa jelaskan..mekanik/montir sekongkol sm kasir nya..harga sparepart sama service diatas rata2 hampir 2X lipat bahkan lebih mahal dari bengkel resmi..buat Driver Online atau ojol bandung..jangan sampe deh kalian masuk ke bengkel ini posisinya di jalan cikutra arah bojong koneng seputaran kampus widyatama..jangan sampai masuk buat service harganya di luar nalar..parah banget ga lama juga ntar bangkrut nih bengkel","2025-01-14T06:41:27.029Z","0","Arshaka HM","2","false",,,"id","setahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUNfZ3RHQzZBRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn0Khj985mY0HGjeywqlOyZh9SyuoN7lCgWm5uAtmc60w1xDNGwUa8StDdlb-vIjv-VheIdeXuD5T3ZNdPw3Sk_9DGv2PouXkm33ZxzJ3RVkoWebP2nfW4KPPvlQOtrVe-T51rPz=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2qmef5PETU5qX2a2bKFaFwvSNKcYIQzj46f6GwqafT7OubVoD3nY-25UpdyZl53BHux84qauuWsRK37hMWVDK7ykg4z2i0eokVP0DPAbqLBL2db9TYOW2J37XGsTM8TVgENTXU=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2N6NZgy4VDebi7PCeMFWeN7x8TM_i4buKRbwZLySE_nez04UinuUNeVzL3o5i6RkvsY-GAN7WSzYPuslQ7KkqtZZfgyDauXpbgqNeCY1u8EPqVh72qkXIgk8eUEsoqiLNSPrU=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNfZ3RHQzZBRRAB!2m1!1s0x0:0xe30f7ec289aacc2f!3m1!1s2@1:CIHM0ogKEICAgIC_gtGC6AE%7C%7C?hl=id","113892406826105982912","https://lh3.googleusercontent.com/a/ACg8ocIl_nHw_U_p0Kw8Yydah-C4GznZxtXbTMG7a9DYY9hZ15PtzQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113892406826105982912?hl=id",,,
"Nurholis Motor 2","1","Maaf sebelumnya,kalo bisa di bengkel resmi saja,disini penanganan lambat harga juga lebih murah di bengkel resmi,garansi cuman omong belaka,baru sehari ngambil dari bengkel sudah mogok lagi pas sudah di bawa lagi kesana harus ada perbaikan lagi dan biaya nya yg lumayan mahal","2025-11-20T11:57:30.476Z","0","Sayid Sabiq","1","false",,,"id","6 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2tOYVNUUkVXWEpaWDBsVlVtTkxUM1V6V1hGdE5uYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tOYVNUUkVXWEpaWDBsVlVtTkxUM1V6V1hGdE5uYxAB!2m1!1s0x0:0xe30f7ec289aacc2f!3m1!1s2@1:CAIQACodChtycF9oOkNaSTREWXJZX0lVUmNLT3UzWXFtNnc%7C%7C?hl=id","111287253621783368711","https://lh3.googleusercontent.com/a/ACg8ocILtK9eKeNBFIuYjiof1PGhHxIg8D1ySSjdII1yveoMav2_Og=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111287253621783368711?hl=id",,,
"Amang Bengkel Motor","5","Pengerjaan cepat. Harga terjangkau. Bisa semua motor","2023-09-23T08:32:41.248Z","0","Rizki Ramadhan","4","false",,,"id","2 tahun lalu",,,,"ChZDSUhNMG9nS0VJQ0FnSURaeU02VlBBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURaeU02VlBBEAE!2m1!1s0x0:0x4137d65a397a719a!3m1!1s2@1:CIHM0ogKEICAgIDZyM6VPA%7C%7C?hl=id","113423191693392658667","https://lh3.googleusercontent.com/a-/ALV-UjX4S96-hKJFvFj7-9t4jEcVI8l833MDHArwbDgH3kjxOp9aDzAuRw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113423191693392658667?hl=id",,,
"Amang Bengkel Motor","5","Full skilled
Dari motor matic, jadul, sampai moge","2021-10-02T08:36:39.307Z","0","Kang Iip","54","true",,,"id","Diedit 4 tahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUQ2X3ZIWnVBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ2X3ZIWnVBRRAB!2m1!1s0x0:0x4137d65a397a719a!3m1!1s2@1:CIHM0ogKEICAgID6_vHZuAE%7C%7C?hl=id","113805916691485322897","https://lh3.googleusercontent.com/a-/ALV-UjXHMpAie-fAEJMbidnbp1xGkwDVk-w_39W-gAfab5j44x8CWB7Q=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/113805916691485322897?hl=id",,,
"Amang Bengkel Motor","5","Hasil baik,
Harga bersahabat","2022-01-25T04:50:04.113Z","0","Adang Hidayat","23","true",,,"id","4 tahun lalu",,,,"ChZDSUhNMG9nS0VJQ0FnSURtcXI2bE9BEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtcXI2bE9BEAE!2m1!1s0x0:0x4137d65a397a719a!3m1!1s2@1:CIHM0ogKEICAgIDmqr6lOA%7C%7C?hl=id","103515926406416864324","https://lh3.googleusercontent.com/a-/ALV-UjV75XGNIntnCoCIFcEV68lI41GwEokUlSvNP8o0yV5m5G3ddLoPlg=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/103515926406416864324?hl=id",,,
"Amang Bengkel Motor","5","pelayanan sangat memuaskan","2023-06-12T03:53:50.037Z","0","Denny Baskar","22","true",,,"id","3 tahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUR4eGZ6NWxnRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn3g56GD9Knjaafq9UiVhKH7Lp-mR7SMIyKcRG4LwMBOUPTPmwE7PATjr08LGALdMQI1bE3FDIkBd-ovYvoIeCZM1st3_un6irqGv383A_Tsez4AdX1vqCMIIVqPQAmFrDGC2SZu3A=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4eGZ6NWxnRRAB!2m1!1s0x0:0x4137d65a397a719a!3m1!1s2@1:CIHM0ogKEICAgIDxxfz5lgE%7C%7C?hl=id","107835787168622252910","https://lh3.googleusercontent.com/a-/ALV-UjUURmz7UZtPODV_qvbCqek8bWI51Cl8UbmTTlLLrF6-l8_dbI2Z=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/107835787168622252910?hl=id",,,
"Amang Bengkel Motor","5","Bengkel motor ongkos baraya","2022-03-10T05:11:54.170Z","0","Ade Nugraha","19","true",,,"su","4 tahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUNXejdlNnh3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXejdlNnh3RRAB!2m1!1s0x0:0x4137d65a397a719a!3m1!1s2@1:CIHM0ogKEICAgICWz7e6xwE%7C%7C?hl=id","111880644946517648312","https://lh3.googleusercontent.com/a/ACg8ocJqXLEQ1RMNtsEHP2QwSkoGabTRiInTYdd-7EfNR6ZiIZxugw=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/111880644946517648312?hl=id","Bengkel perbaikan sepeda motor","id",
"Service Motor","5","Saya suka dengan kerjanya yang gesit","2019-03-13T06:46:37.509Z","1","Kiwil Seacamp","72","true",,,"id","7 tahun lalu",,,,"ChZDSUhNMG9nS0VJQ0FnSURvNUp5V1lnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURvNUp5V1lnEAE!2m1!1s0x0:0x542d733b0bcd3a48!3m1!1s2@1:CIHM0ogKEICAgIDo5JyWYg%7C%7C?hl=id","114131233684900238707","https://lh3.googleusercontent.com/a-/ALV-UjWK00AZ1msehKC5qtMoo5_HyRFLZZ-ls1PSOSrFR-a56D39BQNW=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/114131233684900238707?hl=id",,,
"Service Motor","5",,"2021-10-27T05:39:10.804Z","0","nanang erik","3","false",,,,"4 tahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUNHLXBqanV3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHLXBqanV3RRAB!2m1!1s0x0:0x542d733b0bcd3a48!3m1!1s2@1:CIHM0ogKEICAgICG-pjjuwE%7C%7C?hl=id","108884808157813513292","https://lh3.googleusercontent.com/a-/ALV-UjWLFjHjXfC7VihtXdtz6yXu2wgmE3sAd11RQ8LHHeRrfG-3_fI=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108884808157813513292?hl=id",,,
"Bengkel Motor Pa Asep","5","pernah kesini di titipin suruh bikin ulasan dan jujur pengerjaanya rapih dan bisa di tunggu, bapaknya juga ramah, Hatur nuhun buat Pa Asep 🙏🏻","2026-04-07T06:06:45.950Z","0","Rayhan Haby Z","1","false","2026-04-08T06:37:43.000Z","Baik Terimakasih kembali😁👍🏻, Next bakal buat tempatnya lebih bagus agar customer yang service lebih nyaman 👍🏻","id","2 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2xOS1ZWTlZkSFUzTkRkZmNrNTFSeTFaUkhoZk0yYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOS1ZWTlZkSFUzTkRkZmNrNTFSeTFaUkhoZk0yYxAB!2m1!1s0x0:0x51453ce66a170fc8!3m1!1s2@1:CAIQACodChtycF9oOlNKVVNVdHU3NDdfck51Ry1ZRHhfM2c%7C%7C?hl=id","102507429076379537196","https://lh3.googleusercontent.com/a/ACg8ocL4I0rj1kMBuJXHI9QgaBS0HPo1LuOC5YWrWkqgbKOzl-er_A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102507429076379537196?hl=id",,,
"Bengkel Motor Pa Asep","5","Pengerjaan baik, bapaknya ramah juga, cuma saran nanti buatin bangku duduk customer pa😊, overall pengerjaan baik nyaman banget pokonya","2026-04-06T03:56:46.783Z","0","Ayase Ayase","1","false","2026-04-08T06:35:58.000Z","Baik terimakasih sudah service di Bengkel kami😁🙏🏻, Terimakasih juga atas kritikannya next pasep akan buatkan khusus untuk tempat duduk customer yang datang service di Bengkel Pa Asep yaa🫡🏃🏻‍➡️","id","2 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2pkNWVsTXlSalkwT1VSNFlVeERWV2hRUW1Kd05tYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkNWVsTXlSalkwT1VSNFlVeERWV2hRUW1Kd05tYxAB!2m1!1s0x0:0x51453ce66a170fc8!3m1!1s2@1:CAIQACodChtycF9oOjd5elMyRjY0OUR4YUxDVWhQQmJwNmc%7C%7C?hl=id","114427783950306739465","https://lh3.googleusercontent.com/a/ACg8ocLqpSs_5doLp5L_e1Jkm_miXeJR8fMOVdT7b6gXed2D4_gWcA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114427783950306739465?hl=id",,,
"Sumber motor","5","A tukang bubut buka te ie abi bade ngetap baud oli","2024-11-17T02:25:57.823Z","0","Rizky Suryaman","3","false",,,"id","setahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUQzcGZfSW5BRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQzcGZfSW5BRRAB!2m1!1s0x0:0xe6a13c4627a12dce!3m1!1s2@1:CIHM0ogKEICAgID3pf_InAE%7C%7C?hl=id","109574387584482137874","https://lh3.googleusercontent.com/a/ACg8ocL3pA_9PyWPZ88KR-27ka1GjWiXImnsXX_6c2-Bb7TFM9UFVw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109574387584482137874?hl=id",,,
"Sumber motor","5","pasang stang teliti,, mantap jos pokonya","2024-07-25T14:49:53.338Z","0","Herwan Ochit","7","true",,,"id","setahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUNiOHZ1RHZRRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn1KsZauOevwx9fVfnjOkxUq--K6YhVY4Kxapdkl5PeJhFPaY-R5kbxr9D8VAwi0a_HFJXW7tjB5cgCV_EH2-2O5KPfNR8AKsalteNZDUut9ci4Nthy4JVGaRO7yPKrR0ClhdSfG=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNiOHZ1RHZRRRAB!2m1!1s0x0:0xe6a13c4627a12dce!3m1!1s2@1:CIHM0ogKEICAgICb8vuDvQE%7C%7C?hl=id","108501542971054492385","https://lh3.googleusercontent.com/a/ACg8ocLO3pKuWeWwiEYarkcF52DpIhYfbu6AxFdlar0tSWPOptGzZg=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/108501542971054492385?hl=id",,,
"Sumber motor","4",,"2024-05-03T11:49:42.192Z","0","yana nanang","4","true",,,,"2 tahun lalu",,,,"ChZDSUhNMG9nS0VJQ0FnSURqN3J5alVREAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURqN3J5alVREAE!2m1!1s0x0:0xe6a13c4627a12dce!3m1!1s2@1:CIHM0ogKEICAgIDj7ryjUQ%7C%7C?hl=id","113544501838359350692","https://lh3.googleusercontent.com/a/ACg8ocKnf4n8MXyBwQp3oLWLr37TAn6lHTK9pA6yxp1o26DGBozEDw=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/113544501838359350692?hl=id",,,
"Sumber motor","5",,"2024-01-08T07:21:36.473Z","0","Bintang 78","4","true",,,,"2 tahun lalu",,,,"ChZDSUhNMG9nS0VJQ0FnSUQxcWVuZ0d3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQxcWVuZ0d3EAE!2m1!1s0x0:0xe6a13c4627a12dce!3m1!1s2@1:CIHM0ogKEICAgID1qengGw%7C%7C?hl=id","106806958131759040061","https://lh3.googleusercontent.com/a-/ALV-UjWG-IbTWV4aLLqwBdco-txjib_OES5aWflQFHObZjEj2-9Tt94b=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/106806958131759040061?hl=id",,,
"Sumber motor","5",,"2023-10-13T07:02:40.877Z","0","Vhidy Hernadi","0","false",,,,"2 tahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUM1bG9mVXBRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM1bG9mVXBRRRAB!2m1!1s0x0:0xe6a13c4627a12dce!3m1!1s2@1:CIHM0ogKEICAgIC5lofUpQE%7C%7C?hl=id","105791861289856267498","https://lh3.googleusercontent.com/a/ACg8ocKSrzGyTJBYRuXn5gj2QFEBxfF4gsRYvE-z3EK_CGGytCg-Fw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105791861289856267498?hl=id",,,
"Irgi Motor Bandung ( Mekanik Motor Panggilan)","5","Turun mesin soul gt 125 mantap hasilnya glowing","2025-08-16T13:56:55.857Z","0","Ahmad Urbanberjuang","9","false",,,"id","10 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2toMmVqUkpaakZ5V21GcVJtSmlRMWR2WWtad05YYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn0LG5jfKCxN0LngFxWtmPZuWex0J1KQKL4ARtJdzIbgfnY63EgoHazrBKUbJIfR5eCHZcvE4BlEwT6zVG5q4t0ww3UmdHmUdIPyaDS25bmb4YD4azLdOB_G-5oorc1Gk1moxdgb-6swLsN4=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2toMmVqUkpaakZ5V21GcVJtSmlRMWR2WWtad05YYxAB!2m1!1s0x0:0xd684dc59571f61a!3m1!1s2@1:CAIQACodChtycF9oOkh2ejRJZjFyWmFqRmJiQ1dvYkZwNXc%7C%7C?hl=id","102202155573551295215","https://lh3.googleusercontent.com/a/ACg8ocKjGfo9PQP6XQaakOkfBpQcSqE4abElBbOn31CiP5w1URCD6w=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102202155573551295215?hl=id",,,
"Irgi Motor Bandung ( Mekanik Motor Panggilan)","5","recomended","2024-03-06T15:02:35.337Z","0","Humairah Karim","2","false","2024-12-03T02:22:29.000Z","Trimakasi sudah berkunjung di bengkel kami😊🙏","id","2 tahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSUM5MGRqX3pRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM5MGRqX3pRRRAB!2m1!1s0x0:0xd684dc59571f61a!3m1!1s2@1:CIHM0ogKEICAgIC90dj_zQE%7C%7C?hl=id","101504830632143813156","https://lh3.googleusercontent.com/a-/ALV-UjUV-i2_sUAZRkiP3tBUTvxvEThjPG1s3HxGg-ZepedEdltuHeE=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101504830632143813156?hl=id",,,
"Irgi Motor Bandung ( Mekanik Motor Panggilan)","5",,"2025-09-14T03:43:46.058Z","0","Ivan Erlangga","7","true",,,,"9 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2twS2IxbHpURzFvVTNRd1dYcE9VV2hzVG5WMFYwRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2twS2IxbHpURzFvVTNRd1dYcE9VV2hzVG5WMFYwRRAB!2m1!1s0x0:0xd684dc59571f61a!3m1!1s2@1:CAIQACodChtycF9oOkpKb1lzTG1oU3QwWXpOUWhsTnV0V0E%7C%7C?hl=id","116538827098930204747","https://lh3.googleusercontent.com/a-/ALV-UjUITDDqZZ1qgFQNqw1vRsU6Q_n4KWOZ_p_QtZ1WFea2nxLagw4=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/116538827098930204747?hl=id",,,
"Irgi Motor Bandung ( Mekanik Motor Panggilan)","1",,"2025-08-24T13:11:56.916Z","0","Aldy Bob","20","true",,,,"9 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT25NdFZFaFJObEJHY3poV1JFVXllSEpmV0dWV1QyYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25NdFZFaFJObEJHY3poV1JFVXllSEpmV0dWV1QyYxAB!2m1!1s0x0:0xd684dc59571f61a!3m1!1s2@1:CAIQACodChtycF9oOnMtVEhRNlBGczhWREUyeHJfWGVWT2c%7C%7C?hl=id","117869682041589193532","https://lh3.googleusercontent.com/a-/ALV-UjWXPkprh_7vyYV-PDy4Wz2mAvg1n0gObh4l5mCYRQ0huPH0dhY=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/117869682041589193532?hl=id",,,
"Irgi Motor Bandung ( Mekanik Motor Panggilan)","1",,"2025-08-24T13:11:29.802Z","0","Aat","0","false",,,,"9 bulan lalu",,,,"Ci9DQUlRQUNvZENodHljRjlvT2kwMU1qbFdOVVZyZHpsRk1VMWtNbWRHWVdRNE9WRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kwMU1qbFdOVVZyZHpsRk1VMWtNbWRHWVdRNE9WRRAB!2m1!1s0x0:0xd684dc59571f61a!3m1!1s2@1:CAIQACodChtycF9oOi01MjlWNUVrdzlFMU1kMmdGYWQ4OVE%7C%7C?hl=id","106727259869279238907","https://lh3.googleusercontent.com/a/ACg8ocK8w6bJx0uy14P3W0GLqRhB58VXGGgD22ZazNxR27_cudcVFg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106727259869279238907?hl=id",,,
"Family Motor Bengkel","5","service good","2016-10-15T09:43:53.351Z","0","kelapa lagoon","1","false",,,"en","9 tahun lalu",,,,"ChdDSUhNMG9nS0VJQ0FnSURBaGIzeHhRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBaGIzeHhRRRAB!2m1!1s0x0:0x19950d05d55d911!3m1!1s2@1:CIHM0ogKEICAgIDAhb3xxQE%7C%7C?hl=id","114862035663542344227","https://lh3.googleusercontent.com/a/ACg8ocLjqwelDstb05IyyDy3uMdG9com5ibtJEt4G4GFKXri8Rwg7w=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114862035663542344227?hl=id","pelayanan bagus","id",
