"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Jaya Agung Elektronik Bandung","4.5","131","Jl. Sudirman No.479","Kota Bandung","Jawa Barat","ID",,"+62 22 6017057","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jaya%20Agung%20Elektronik%20Bandung&query_place_id=ChIJm6-EnhrmaC4R7FVh0w4Fky8","Toko Elektronik"
"Sinar Bahagia Electronic","4.6","170","Jl. A. Yani No.546","Kota Bandung","Jawa Barat","ID","https://linktr.ee/sinarbahagiaelectro","+62 853-1402-6226","Toko Elektronik","Grosir elektronik",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sinar%20Bahagia%20Electronic&query_place_id=ChIJJ8caOcHnaC4Rb0C_4TCOmvM","Toko Elektronik"
"Bengkel Mobil 24Jam dan panggilan Bandung auto joint","4.8","208","Jl. Maleber Barat No.19","Kota Bandung","Jawa Barat","ID",,"+62 895-3335-63521","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Mobil%2024Jam%20dan%20panggilan%20Bandung%20auto%20joint&query_place_id=ChIJ5SexB9vlaC4ReoEUKvpfrSo","Bengkel Mobil"
"Berkah Jaya","5","1","3MVV+JQQ, Jl. Pasir Jati","Kota Bandung","Jawa Barat","ID",,"+62 857-2459-9501","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Berkah%20Jaya&query_place_id=ChIJZ68IyD_daC4Ru2fN2o24onE","Bengkel Mobil"
"Bengkel mobil Jhon auto service","4.7","42","Jl. Lap. Radar Jl. Babakan Sari III No.814, RT.01/RW.09","Kota Bandung","Jawa Barat","ID",,"+62 813-2111-1250","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20mobil%20Jhon%20auto%20service&query_place_id=ChIJw8NaPW3naC4R7OGCp91pdMs","Bengkel Mobil"
"Central Electronics","4.2","58","Jaya Plaza, Jl. A. Yani No.238 Blok B4, Basefloor","Kota Bandung","Jawa Barat","ID","https://www.tokopedia.com/celectro","+62 812-2484-965","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Central%20Electronics&query_place_id=ChIJ1XzscX7naC4RpLz0PGdHz2Y","Toko Elektronik"
"Toko elektronic angkasa bandung","4.5","14","Pasar Cikapundung Los N 19","Kota Bandung","Jawa Barat","ID",,"","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20elektronic%20angkasa%20bandung&query_place_id=ChIJIfdrSCXmaC4RnmZjtakmak4","Toko Elektronik"
"GUDANG SA ELEKTRONIK","5","1","Ruko Segitiga Mas Blok H 2","Kota Bandung","Jawa Barat","ID",,"","Pemasok Komponen Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GUDANG%20SA%20ELEKTRONIK&query_place_id=ChIJZ3e0agznaC4RdotJ0Kw3r_k","Pemasok Komponen Elektronik"
"Central Bandung Sparepart. Aksesories dan alat service","4.5","180","ITC Kebon Kalapa, Lt. 3 Blok A9. 6,7,8, Jl. Moch. Toha No.1","Kota Bandung","Jawa Barat","ID",,"+62 812-1830-7773","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Central%20Bandung%20Sparepart.%20Aksesories%20dan%20alat%20service&query_place_id=ChIJNaeuhJ3oaC4RByjpJAUpblw","Toko Elektronik"
"Yasa Elektronik","4.9","20","Jl. Margacinta No.165","Kota Bandung","Jawa Barat","ID",,"+62 821-1506-5506","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yasa%20Elektronik&query_place_id=ChIJaY8J6UboaC4RgAc-7nPxho0","Toko Elektronik"
"Bengkel Las Ketok Magic Cat Duco LP Sukamiskin","4.5","29","Jl.Saharjo","Kota Bandung","Jawa Barat","ID",,"+62 852-2100-7622","Bengkel Mobil Antik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Las%20Ketok%20Magic%20Cat%20Duco%20LP%20Sukamiskin&query_place_id=ChIJgzeJD17daC4RHI3InPvg7wk","Bengkel Mobil Antik"
"CNC Store Bandung","4.9","653","Komplek Jl. Soekarno-Hatta No.2 Blok AA, RW.3","Kota Bandung","Jawa Barat","ID","https://cncstorebandung.com/","+62 811-2077-027","Toko Elektronik","Pemasok Komponen Elektronik",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CNC%20Store%20Bandung&query_place_id=ChIJzWRKevXCaC4R7SHvIVVVPRw","Toko Elektronik"
"Sinar Restu Elektronik","4.3","20","Jl. Terusan Kiaracondong No.50","Kota Bandung","Jawa Barat","ID",,"+62 22 7562979","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sinar%20Restu%20Elektronik&query_place_id=ChIJzeRxuUboaC4RDGpy_Q__l_g","Toko Elektronik"
"DUTA IRAMA, Electronic Components Supplier","4.6","46","Komplek Ruko Segitiga Mas, Jl. A. Yani No.221-223 Blok B-5","Kota Bandung","Jawa Barat","ID","https://www.tokopedia.com/archive-dewillow-bdg","+62 813-2289-9994","Pemasok Komponen Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DUTA%20IRAMA%2C%20Electronic%20Components%20Supplier&query_place_id=ChIJoTtRhM_naC4REV2snKxvVJA","Pemasok Komponen Elektronik"
"Sukses Jaya Elektronik","4.3","13","Jl. Subang No.55","Kota Bandung","Jawa Barat","ID",,"+62 852-2092-8260","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sukses%20Jaya%20Elektronik&query_place_id=ChIJGZ5DQunnaC4Rz-B9nnHpBT0","Toko Elektronik"
"Sinarmaju Elektronics","4.7","1239","Jl. A. Yani No.308","Kota Bandung","Jawa Barat","ID","http://www.sinarmaju.co.id/","+62 877-0870-8128","Toko Elektronik","Toko Alat Dapur",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sinarmaju%20Elektronics&query_place_id=ChIJbVSpmsXnaC4RDBJEtxpjx8w","Toko Elektronik"
"Log In Megastore ABC","4.4","7962","Jl. ABC No.44-46","Kota Bandung","Jawa Barat","ID","https://loginmegastore.com/","+62 815-7305-8888","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Log%20In%20Megastore%20ABC&query_place_id=ChIJu8tl2yTmaC4Raf4W6AOF3P8","Toko Elektronik"
"SUMBER AGUNG ELECTRONIC STORE","4.8","1477","Jl. ABC No.29 - 31","Bandung IT","Jawa Barat","ID",,"","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SUMBER%20AGUNG%20ELECTRONIC%20STORE&query_place_id=ChIJn_SGfjnnaC4RVVKSsXhyiUM","Toko Elektronik"
"Toko Anam Elektronik","4.7","274","Jl. Kb. Kembang No.3","Kota Bandung","Jawa Barat","ID","http://www.tokopedia.com/anam-elektronik","+62 22 4260998","Toko Alat Listrik","Pemasok Komponen Elektronik","Insinyur Teknik",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Anam%20Elektronik&query_place_id=ChIJUzG6cUXmaC4RGiun0LAjBGI","Toko Alat Listrik"
"Giri Knalpot","4","2","Jl. Dr. Setiabudi No.74","Kota Bandung","Jawa Barat","ID",,"+62 22 2031591","Toko Knalpot","Bengkel Mobil",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Giri%20Knalpot&query_place_id=ChIJCe_ZJ_PmaC4R092qnerMptQ","Toko Knalpot"
"Berkah Motor","4.6","70","Jl. Setra Indah No.30-40","Kota Bandung","Jawa Barat","ID",,"+62 821-1794-5253","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Berkah%20Motor&query_place_id=ChIJ3d8k0ojmaC4RNQKfEYEF_h8","Bengkel Mobil"
"Cece Concept","5","2","4JM8+Q85","Kota Bandung","Jawa Barat","ID",,"+62 812-1435-8068","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cece%20Concept&query_place_id=ChIJwynNAMvnaC4RfdGY1_ht7eg","Bengkel Sepeda Motor"
"Toko Power Elektronik","4.4","23","Jl. Terusan Pasirkoja No.39","Kota Bandung","Jawa Barat","ID",,"","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Power%20Elektronik&query_place_id=ChIJlVrdoh_maC4Rb6_sW_SgN94","Toko Elektronik"
"Bengkel aa las","5","1","Jl. Rereongan Sarupi No.46","Kota Bandung","Jawa Barat","ID",,"+62 853-1831-7979","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20aa%20las&query_place_id=ChIJy0ARBe_naC4R-xzRYDpNSrE","Bengkel Sepeda Motor"
"NK JAYA KNALPOT","5","4",,"Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NK%20JAYA%20KNALPOT&query_place_id=ChIJl4jrTrfmaC4RuXQhLHexFpw","Bengkel Mobil"
"NS maticbox","4.3","43","Jl.Surapati No.235, Ruko Pusat Motor dan Elektronik (PME) No.1-2","Kota Bandung","Jawa Barat","ID",,"","Toko Suku Cadang Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NS%20maticbox&query_place_id=ChIJIXPLErDnaC4RTjKmbcDmtdU","Toko Suku Cadang Motor"
"Bengkel Custom",,,"3PX3+WV6, Jl. Cinangka","Kota Bandung","Jawa Barat","ID",,"+62 813-9399-9385","Bengkel Ketok Magic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Custom&query_place_id=ChIJfd1VpcvdaC4RFX_FzhqPZYI","Bengkel Ketok Magic"
"Jaya Bor Bandung","5","4","Jl.Dr.DJungjunan Dalam 4, Pasteur, Belakang Griya Pasteur","Kota Bandung","Jawa Barat","ID",,"+62 821-1903-9442","Bengkel Mesin Diesel","Bengkel Bubut","Bengkel Mesin","Toko Peralatan Las",,,,,,,"https://www.google.com/maps/search/?api=1&query=Jaya%20Bor%20Bandung&query_place_id=ChIJvV6Yt3nnaC4Rses6Ghaajzs","Bengkel Mesin Diesel"
"Inti Health Store","4.5","282","Jl. Buah Batu No.263A","Kota Bandung","Jawa Barat","ID",,"+62 821-2023-3942","Toko Kesehatan dan Kecantikan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Inti%20Health%20Store&query_place_id=ChIJ16dMuGfoaC4RfYsc0pCVVWY","Toko Kesehatan dan Kecantikan"
"Body Press LOMBOK MOTOR Bandung","4.7","935","Jl. Lombok No.11 S","Kota Bandung","Jawa Barat","ID","http://lombokmotor.com/","+62 822-1497-7125","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Body%20Press%20LOMBOK%20MOTOR%20Bandung&query_place_id=ChIJx9fdWTTmaC4R2yAlS8S8qzU","Bengkel Sepeda Motor"
"Bengkel Bubut Hadi Putera Dago","4.2","5","Jl. Tanjakan Elos No. 28, Kelurahan, RT.03/RW.01","Kota Bandung","Jawa Barat","ID","http://wa.me/6285864562867","+62 858-6456-2867","Bengkel Bubut",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Bubut%20Hadi%20Putera%20Dago&query_place_id=ChIJ3S053evnaC4RZoQDInw6AQU","Bengkel Bubut"
"Restorasi mobil",,,"Kp Jl. Mulyasari No.7, RT.07 rw18/RW.no.60","Kota Bandung","Jawa Barat","ID",,"+62 896-5576-4034","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Restorasi%20mobil&query_place_id=ChIJDUtfT53naC4RUk69fIaXhoQ","Bengkel Mobil"
"Scooter KAPE-U","5","11","A Jl. Sidomukti No.308 No.308 A/L","Kota Bandung","Jawa Barat","ID",,"+62 812-2385-8688","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Scooter%20KAPE-U&query_place_id=ChIJjcZOPa7naC4Rv_9SheDwx0Q","Bengkel Sepeda Motor"
"CBR Ritel Buahbatu","4.2","39","Jl. Buah Batu C No.151","Kota Bandung","Jawa Barat","ID","https://centralbandungraya.wordpress.com/sitemap/hubungi-kami/comment-page-1/","+62 22 7320936","Toko Perlengkapan Medis",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CBR%20Ritel%20Buahbatu&query_place_id=ChIJV-wn1GLoaC4RSd89HGkkHdA","Toko Perlengkapan Medis"
"Praktik Mandiri drg Suzana Salam","5","1","Jl. Sawunggaling No.3","Kota Bandung","Jawa Barat","ID",,"","Dokter Gigi",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Praktik%20Mandiri%20drg%20Suzana%20Salam&query_place_id=ChIJ_XqDOgDnaC4RZRobuaPJ548","Dokter Gigi"
"Toko Alkes","3.9","28","Jl. Pasir Kaliki No.239-B","Kota Bandung","Jawa Barat","ID",,"+62 822-1446-2386","Pemasok peralatan medis",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Alkes&query_place_id=ChIJG6IwgRXmaC4Ru3Oa6jeT3T0","Pemasok peralatan medis"
"Bengkel casis sasis","5","1","5H3X+RM5","Kota Bandung","Jawa Barat","ID",,"","Bengkel Bongkar Pasang Mesin",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20casis%20sasis&query_place_id=ChIJeWACwj3haC4RxF144eXmzYg","Bengkel Bongkar Pasang Mesin"
"Bandung Sehat Abadi","4.9","9","Jl. Jati Indah 2 No.20","Kota Bandung","Jawa Barat","ID","https://sites.google.com/view/bandungsehatabadi","+62 812-2011-7100","Toko Perlengkapan Medis","Jasa Medis Lokal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bandung%20Sehat%20Abadi&query_place_id=ChIJM1JY-FbpaC4R4x8piu28HeQ","Toko Perlengkapan Medis"
"Casa Medika Dokter Umum & Dokter Gigi","3.8","24","Jl. Padasuka No.49","Kota Bandung","Jawa Barat","ID",,"","Dokter Gigi",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Casa%20Medika%20Dokter%20Umum%20%26%20Dokter%20Gigi&query_place_id=ChIJafSkFJHnaC4RE7JZ7AJ7X5o","Dokter Gigi"
"Sunda Medical","4.5","10","Jl. Sunda No.64A","Kota Bandung","Jawa Barat","ID",,"+62 22 4237756","Pemasok peralatan medis","Pemasok peralatan oksigen",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sunda%20Medical&query_place_id=ChIJTZHugC3maC4RuRCflO2m7bI","Pemasok peralatan medis"
"PT. Central Bandung Raya","4.2","160","Jl. Komodor Udara Supadio No.31","Kota Bandung","Jawa Barat","ID",,"+62 22 6014183","Pemasok peralatan medis",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PT.%20Central%20Bandung%20Raya&query_place_id=ChIJ26OnQQ3maC4RKQB9RX3ofAw","Pemasok peralatan medis"
"Medicalogy Bandung Toko Alat Kesehatan","4.9","104","Jl. Ibrahim Adjie No.455","Kota Bandung","Jawa Barat","ID","http://www.medicalogy.com/","+62 895-3258-22096","Toko Perlengkapan Medis",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Medicalogy%20Bandung%20Toko%20Alat%20Kesehatan&query_place_id=ChIJ5dc4TGTpaC4Re-OIZbC12J8","Toko Perlengkapan Medis"
"Sam Medical Pusat Alat Kesehatan","4.2","87","Jl. Pajajaran No.123 A","Kota Bandung","Jawa Barat","ID","http://www.sammedical.co.id/","+62 811-2225-123","Toko Perlengkapan Medis","Pemasok Peralatan Laboratorium","Pemasok peralatan medis","Pemasok peralatan oksigen",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sam%20Medical%20Pusat%20Alat%20Kesehatan&query_place_id=ChIJUyvRvWzmaC4RoJZpIqKoj94","Toko Perlengkapan Medis"
"Mutiara Super Kitchen Ujungberung","4.3","4952","Jl. AH. Nasution No.35, RT.1/RW.1","Kota Bandung","Jawa Barat","ID",,"+62 815-8397-775","Toko Alat Dapur","Toko Mebel Dapur","Toko",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mutiara%20Super%20Kitchen%20Ujungberung&query_place_id=ChIJ61wafzjdaC4RdweJ5trCwAo","Toko Alat Dapur"
"Toko Aas Elektronic","4.6","19","Jl. Cipedes Tengah No.53","Kota Bandung","Jawa Barat","ID",,"+62 877-2236-3738","Toko Elektronik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Aas%20Elektronic&query_place_id=ChIJBWDOEWLmaC4RAIjBHTZ-g4o","Toko Elektronik"
"Toko Sakura Medical","4.2","275","Jl. Pajajaran No.15","Kota Bandung","Jawa Barat","ID","http://www.sakuramedical.id/","+62 22 4235708","Toko Perlengkapan Medis","Toko Pasokan Peralatan Gigi","Pemasok Peralatan Laboratorium","Pemasok peralatan ilmiah",,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Sakura%20Medical&query_place_id=ChIJYVlqekfmaC4R0xq56GBXkt0","Toko Perlengkapan Medis"
"Klinik Pratama Sehat Mandiri (Dokter Umum, Dokter Gigi, Apotek)","4.8","103","Jl. Abdul Rahman Saleh No.23","Kota Bandung","Jawa Barat","ID","https://pratamasehatmandiri.id/","+62 811-1012-6909","Dokter Umum","Klinik Gigi","Dokter","Apotek",,,,,,,"https://www.google.com/maps/search/?api=1&query=Klinik%20Pratama%20Sehat%20Mandiri%20(Dokter%20Umum%2C%20Dokter%20Gigi%2C%20Apotek)&query_place_id=ChIJM3rDvnLmaC4RNC54LHaghIk","Dokter Umum"
"Praktik Mandiri Terapis Gigi dan Mulut",,,"Jl. Riung Arum Barat 1 No.77","Kota Bandung","Jawa Barat","ID",,"","Klinik Gigi",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Praktik%20Mandiri%20Terapis%20Gigi%20dan%20Mulut&query_place_id=ChIJz4_eOKjDaC4RdCOhVyakYYM","Klinik Gigi"
"NATAMA MEDIKA (Praktik Mandiri Dokter Gigi)","4.9","305","Jl. Raya Panyileukan Komp. Bumi Panyileukan Blok G 9 kav 15","Kota Bandung","Jawa Barat","ID","https://wa.me/qr/YJDVL7WNLXOHK1","","Dokter Gigi",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NATAMA%20MEDIKA%20(Praktik%20Mandiri%20Dokter%20Gigi)&query_place_id=ChIJ1dmpq1bDaC4RonzNwFkNXsM","Dokter Gigi"
"CBR Ritel Sanggar Hurip","4.5","15","Jl. Sanggar Kencana Utama No.39C","Kota Bandung","Jawa Barat","ID",,"+62 22 7313224","Toko Perlengkapan Medis",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CBR%20Ritel%20Sanggar%20Hurip&query_place_id=ChIJ71EkFx3oaC4RkYYk65LNtLI","Toko Perlengkapan Medis"
"Toko Kesehatan","3.7","3","3MHC+F6V","Kota Bandung","Jawa Barat","ID",,"+62 859-5625-2002","Toko Obat-Obatan Herbal",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Kesehatan&query_place_id=ChIJTUguRvTdaC4RAiKK_LLz_KU","Toko Obat-Obatan Herbal"
"Toko Alat Kesehatan Lampung Medika","4.2","79","Jl. AH. Nasution No.373","Kota Bandung","Jawa Barat","ID",,"+62 815-4811-1382","Pemasok Alat Bantu Jalan","Pemasok peralatan oksigen",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Alat%20Kesehatan%20Lampung%20Medika&query_place_id=ChIJCXtNZSzdaC4RbiG1_QjtvZs","Pemasok Alat Bantu Jalan"
